ID,CAG,WA,SS,OVP,DISC,DISC EXTRA
A01722211,1,1,1,0,1,1
A01178141,1,1,1,0,1,1
A01769324,1,1,1,0,1,1
A01722509,1,1,1,0,1,1
A01178154,1,1,1,0,1,1
A01722673,1,1,1,0,1,1
A01571427,1,1,1,0,1,1
A00836793,1,1,1,0,1,1
A01198576,1,1,1,0,1,1
A00829204,1,0,1,0,0,1
A00829704,1,0,1,0,0,1
A00830229,1,0,1,1,0,1
A00832585,1,0,1,0,0,1
A00835180,1,1,0,1,1,1
A01734773,1,0,1,0,0,1
A01236163,1,0,1,1,0,1
A00831841,1,0,1,1,0,0
A00833239,1,0,1,1,0,1
A00832398,1,0,1,1,0,1
A01708958,1,0,1,0,0,1
A00832930,1,0,1,0,0,1
A01661509,1,1,0,1,1,1
A00834180,0,1,1,1,1,1
A00834801,0,0,1,0,0,1
A00833932,1,0,1,1,0,1
A01771087,1,1,1,0,1,1
A00834547,1,0,1,1,0,1
A00834720,0,0,1,0,0,1
A00835165,0,0,1,0,0,1
A01068310,1,0,1,0,0,1
A00836340,1,1,1,0,1,1
A01283640,1,0,1,0,0,1
A01383350,1,1,0,1,1,1
A01282191,1,0,1,0,0,1
A01707673,1,1,1,1,0,1
A01731390,1,1,1,1,0,1
A01702665,1,0,1,0,0,1
A01721740,1,1,1,0,1,1
A01721487,1,0,1,1,0,1
A01284338,0,0,1,0,0,1
A01654938,1,1,1,1,1,1
A01025654,1,0,1,1,0,1
A01368259,1,1,1,1,0,1
A01026268,1,0,1,0,0,1
A01611635,1,1,1,0,1,1
A01571008,1,0,1,0,0,1
A01620804,0,0,1,1,0,1
A01252503,1,1,1,1,0,1
A01732572,1,0,1,1,0,1
A00835357,1,0,1,1,0,1
A01284979,0,0,1,1,0,1
A01721625,1,0,1,0,0,1
A01721837,1,0,1,0,0,1
A01198139,0,0,1,1,0,1
A01177744,1,0,1,1,0,1
A01721819,1,0,1,0,0,1
A01571024,1,1,1,1,0,1
A01566971,1,0,1,1,0,1
A01285556,1,1,1,0,1,1
A00827981,1,0,1,1,0,1
A00832936,1,0,1,0,0,1
A01285192,1,1,1,0,1,1
A01722516,1,1,1,0,1,1
A01722677,1,1,1,0,1,1
A00232424,1,1,1,0,1,1
A00829321,1,0,1,1,0,1
A01285670,1,1,1,0,1,1
A01285719,1,1,1,0,1,1
A00829720,0,0,1,1,0,1
A00829589,1,0,1,1,0,1
A01734957,1,0,1,1,0,1
A00830843,1,0,1,1,0,1
A00830579,0,0,1,1,0,1
A00830728,0,0,1,0,0,1
A00830473,0,0,1,0,0,1
A00831710,1,0,1,1,0,1
A00831638,0,0,1,1,0,1
A01174701,1,0,1,0,0,1
A01660898,1,0,1,1,0,1
A00832717,1,1,1,1,0,0
A00833566,0,0,1,1,0,1
A00834090,1,0,1,1,0,1
A00833194,0,0,1,1,0,1
A01562598,1,0,1,1,0,1
A01661786,1,1,1,0,1,1
A00834974,1,0,1,0,0,1
A00834340,1,0,1,0,0,1
A00835170,1,0,1,1,0,1
A00837928,1,1,1,0,1,1
A00836720,1,1,1,0,1,1
A00836336,1,1,1,0,1,1
A00836863,1,1,1,0,1,1
A00837448,1,1,1,0,1,1
A01283494,0,0,1,1,0,1
A01197810,1,0,1,1,0,1
A01552437,1,0,1,1,0,1
A01039695,0,0,1,1,0,1
A01740689,0,0,1,1,0,1
A01282387,0,0,1,0,0,1
A00226956,1,0,1,1,0,1
A01422749,0,0,1,0,0,1
A00517144,1,1,0,1,1,1
A01570629,0,0,1,0,0,1
A01382869,1,1,1,1,0,1
A01412723,1,0,1,1,0,1
A01245756,1,0,1,0,0,1
A01245488,1,0,1,1,0,1
A01721261,0,0,1,1,1,1
A01383190,1,0,1,1,0,1
A01245648,1,0,1,1,0,1
A01383325,1,0,1,1,0,1
A01383450,1,1,1,1,0,1
A01721867,1,0,1,0,0,1
A01198007,1,0,1,1,0,1
A01252457,1,0,1,0,0,1
A01177740,1,0,1,0,0,1
A01620744,0,0,1,1,1,1
A01245713,0,0,1,1,1,1
A01732785,1,0,1,0,0,1
A01704183,1,1,1,0,1,1
A01177934,0,0,1,0,0,1
A01198119,1,1,0,1,1,1
A01275784,1,0,1,0,0,1
A01571231,1,0,1,1,0,1
A01741532,0,0,1,0,0,1
A01612139,1,1,1,0,1,0
A01568898,1,1,1,0,1,1
A00828367,1,0,1,1,0,1
A01285305,1,1,1,0,1,1
A01198473,1,1,1,0,1,1
A01657757,1,1,0,1,1,1
A01750948,1,0,1,0,0,1
A01541343,1,1,0,1,1,1
A00829499,0,0,1,0,0,1
A00829997,1,1,1,1,0,1
A00831608,1,0,1,0,0,1
A00833374,1,0,1,0,0,1
A01612832,1,1,1,0,1,1
A00832244,1,1,1,1,1,1
A01384427,1,0,1,1,0,1
A00831673,1,0,0,1,1,1
A00832181,1,0,1,1,0,1
A00834577,1,1,1,0,1,1
A01735823,1,1,1,1,0,1
A00833886,1,0,1,1,0,1
A00833797,0,0,1,0,0,1
A01236338,0,0,1,1,0,1
A00833606,1,0,1,0,0,1
A00834493,1,0,1,1,0,1
A00835284,0,0,1,0,0,1
A01662328,0,0,1,1,0,1
A00835377,1,0,1,0,0,1
A00837285,1,1,1,0,1,1
A00836594,1,1,1,0,1,1
A00837991,1,1,1,0,1,1
A00836958,0,1,1,0,1,1
A00837993,1,1,1,0,1,1
A01563266,1,1,1,0,1,1
A01177868,1,1,1,0,1,1
A01275616,1,1,1,1,0,1
A01566523,1,0,1,0,0,1
A01177171,1,0,1,1,0,1
A01730035,0,1,1,0,1,1
A00226979,1,1,1,1,0,1
A01233735,1,0,1,0,0,1
A01283738,1,0,1,1,0,1
A01570481,0,0,1,1,0,1
A01285606,1,1,1,0,1,1
A01367531,1,0,0,1,1,1
A01245456,0,0,1,1,0,1
A01197684,0,0,1,1,0,1
A01284253,1,1,0,1,1,1
A01284537,1,0,1,0,0,1
A01655116,1,0,1,1,0,1
A01611640,1,0,1,0,0,1
A01383331,1,1,0,1,1,1
A00835245,1,0,1,1,0,1
A01721729,1,0,1,1,0,1
A01174277,1,1,1,0,1,1
A01177998,1,0,1,1,0,1
A01284864,0,0,1,0,0,1
A01198067,1,0,1,0,0,1
A01567003,1,0,1,1,0,1
A01722752,1,0,1,1,0,1
A01198258,1,1,1,0,1,1
A01412035,1,0,1,0,0,1
A01028150,1,0,1,1,0,1
A00572557,1,1,1,0,1,1
A01722527,1,1,1,0,1,1
A01612915,1,0,1,1,0,1
A01178228,1,1,1,0,1,1
A01285669,1,1,1,0,1,1
A00830134,0,0,1,1,0,1
A00832201,1,0,1,1,0,1
A00830640,0,0,1,1,0,1
A01253546,0,1,1,1,0,1
A00831437,1,0,1,0,0,1
A00832312,1,0,1,1,0,1
A00836405,1,1,1,0,1,1
A00837029,1,1,1,0,1,1
A00831554,0,0,1,1,0,1
A00833835,0,0,1,0,0,1
A00833557,1,0,1,0,0,1
A00833475,1,0,1,1,0,1
A00833059,1,0,1,1,0,1
A01708726,1,0,1,1,0,1
A00833104,1,0,1,1,0,1
A00833409,1,0,1,0,0,1
A01709070,0,0,1,0,0,1
A00834259,1,1,1,0,1,1
A00835252,1,0,1,1,0,1
A00833580,1,0,1,1,0,1
A01277311,1,1,1,1,0,1
A00835182,1,1,0,1,1,1
A00835148,1,0,1,1,0,1
A00836477,1,1,1,0,1,1
A00835803,1,1,1,0,1,1
A00836465,0,1,1,0,1,1
A00837702,1,1,1,0,1,1
A00837295,1,1,1,0,1,1
A01701559,1,1,1,1,0,1
A01566769,1,1,1,1,0,1
A01703388,1,1,1,1,0,1
A01703486,1,0,1,1,0,1
A01703743,1,1,1,1,0,0
A00572326,1,1,1,1,0,1
A01423929,1,1,1,0,0,1
A01770714,1,1,1,1,0,1
A01706749,1,0,1,1,0,1
A01708689,1,1,1,1,0,1
A01625649,1,1,1,1,0,1
A01703896,1,1,1,1,0,1
A01568677,1,0,1,0,0,1
A01246397,1,1,1,1,0,0
A01704773,1,0,1,1,0,1
A01735460,1,0,1,0,0,1
A01709401,1,1,1,1,0,0
A01566850,1,0,1,0,0,1
A01732704,0,0,1,0,0,1
A01611875,1,0,1,1,0,1
A01275657,1,1,1,1,0,1
A01540462,1,1,1,1,0,1
A01705257,1,1,1,1,0,1
A01769262,1,0,1,0,0,1
A01709049,1,1,1,0,0,1
A01709484,1,1,1,1,0,1
A01742445,1,0,1,1,0,1
A01736607,1,1,1,1,0,0
A01702545,1,0,1,1,0,1
A01568861,1,1,1,1,0,1
A01612024,1,0,1,1,0,1
A01708457,1,0,1,1,0,1
A01736592,0,0,1,1,0,1
A01731650,0,0,1,0,0,1
A01610701,1,0,1,1,0,1
A01731393,0,0,1,1,0,1
A01708242,1,0,1,1,0,1
A01735748,1,1,1,1,0,1
A01771185,1,1,1,1,0,1
A01366078,1,1,1,1,0,1
A01705322,1,1,1,1,0,1
A01735734,0,0,1,1,0,1
A01661428,1,1,1,1,0,1
A01709404,1,1,1,1,0,1
A01613486,1,1,1,1,0,1
A00571608,1,1,1,1,0,1
A01275889,1,1,1,1,0,1
A01236217,1,1,1,1,0,1
A01275063,1,1,1,1,0,1
A01703834,1,1,1,1,0,1
A01732476,0,0,1,1,0,1
A01732977,1,1,1,1,0,1
A01734617,1,1,1,1,0,1
A01068160,1,1,1,1,0,1
A01368834,1,1,1,1,0,1
A01706557,1,1,1,1,0,1
A01735684,1,0,1,1,0,1
A01277328,1,1,1,1,0,1
A01736678,1,1,1,1,0,1
A01704140,0,0,1,0,0,1
A00572253,1,1,1,1,0,1
A01736224,1,1,1,1,0,1
A01425043,1,0,1,1,0,1
A01611764,1,1,1,1,0,1
A01708755,1,1,1,1,0,1
A01736323,0,0,1,0,0,1
A01731244,1,1,1,1,0,1
A01709354,1,1,1,1,0,1
A01566928,1,0,1,0,0,1
A01383927,1,1,1,1,0,1
A01742313,1,1,1,1,0,1
A01566829,1,1,1,1,0,1
A01351895,1,1,1,1,0,1
A01611766,1,1,1,1,0,1
A01368752,1,0,1,0,0,1
A01735502,1,1,1,1,0,1
A01734848,1,1,1,1,0,1
A01384388,1,0,1,0,0,1
A01736213,1,1,1,1,0,1
A01568626,1,0,1,1,1,1
A01411592,1,1,1,1,0,1
A01708125,1,0,1,0,0,1
A00835405,1,0,1,1,0,1
A01368207,1,0,1,1,0,1
A01704518,1,0,1,1,0,1
A01275850,1,1,1,1,0,1
A01734954,1,1,1,1,0,1
A01424660,1,1,1,1,0,1
A01709400,1,1,1,1,0,1
A01736650,1,0,1,1,0,1
A01382495,1,1,1,1,0,1
A01707799,1,1,1,1,0,1
A01704256,1,1,1,1,0,1
A01705781,1,1,1,1,0,1
A01736031,0,0,1,1,0,1
A01770943,1,1,1,1,0,1
A01611783,1,1,1,1,0,1
A01770059,1,0,1,1,0,1
A01736735,1,0,1,1,0,1
A01611286,1,0,1,1,0,1
A01254319,1,1,1,1,0,1
A01735206,0,0,1,0,0,1
A01770377,1,1,1,1,0,1
A01568388,1,1,1,1,0,1
A01708906,1,1,1,1,0,1
A01611622,0,0,1,1,0,1
A01423590,1,1,1,1,0,1
A01252453,1,0,1,0,0,1
A01620688,1,0,1,0,0,1
A01275683,1,1,1,1,0,1
A01705083,0,0,1,0,0,1
A01769050,1,1,1,1,0,1
A01706636,1,1,1,1,0,1
A01735503,1,0,1,1,0,0
A01236131,0,0,1,0,0,1
A01709332,1,1,1,1,0,1
A01771326,0,0,1,1,0,1
A01274960,1,1,1,1,0,1
A01173916,1,1,1,1,0,1
A01252406,1,0,1,0,0,1
A01620758,1,1,1,1,0,1
A01704496,1,1,1,1,0,1
A01707478,0,0,1,0,0,1
A01562711,1,0,1,0,0,1
A01611226,1,1,1,1,0,1
A01423374,0,0,1,0,0,1
A01620707,1,0,1,0,0,1
A01562162,1,1,1,1,0,1
A01771244,1,0,1,0,0,1
A01732394,0,0,1,1,0,1
A01275745,1,1,1,1,0,1
A01705028,0,0,1,1,0,1
A01423824,0,0,1,0,0,1
A01735675,1,1,1,1,0,1
A01276921,1,0,1,1,0,1
A01412752,1,1,1,1,0,1
A01708386,1,0,1,0,0,1
A01770940,1,1,1,1,0,1
A01709338,0,0,1,1,0,1
A01709647,1,1,1,0,0,1
A01736462,1,1,1,1,0,1
A01709641,0,0,1,0,0,1
A01611669,1,0,1,0,0,1
A01368899,1,1,1,0,0,1
A01369342,0,0,1,1,0,1
A00828627,1,0,1,1,0,1
A01708661,1,1,1,1,0,1
A01736629,1,1,1,0,0,1
A01701366,0,0,1,1,0,1
A00830061,1,1,1,1,0,1
A01068319,1,1,1,1,0,1
A01566929,1,0,1,0,0,1
A01754794,1,1,1,1,0,1
A01612556,1,1,1,1,0,1
A01735808,0,0,1,0,0,1
A01735985,1,0,1,1,0,1
A01731053,0,0,1,1,0,1
A01367175,1,0,1,1,0,1
A01275758,1,0,1,0,0,1
A01707035,1,1,1,1,0,1
A01736382,1,0,1,1,0,1
A01366563,1,0,1,1,0,1
A01636827,0,0,1,1,0,1
A01638856,0,1,1,1,0,1
A01708103,1,1,1,0,0,1
A01708315,1,1,1,1,0,1
A01731322,1,1,1,1,1,1
A01411636,1,1,1,1,0,1
A01704708,1,1,1,1,0,0
A01733614,1,0,1,1,0,1
A01277182,1,1,1,1,0,1
A01613255,1,0,1,1,0,1
A01771091,0,0,1,1,0,1
A01709426,1,1,1,1,0,1
A01742454,1,1,1,1,0,1
A01701093,0,0,1,1,0,1
A01275417,0,0,1,1,0,1
A01252432,1,0,1,0,0,1
A01735724,1,0,1,1,0,1
A01742170,1,0,1,0,0,1
A01625527,1,1,1,1,0,1
A01742016,1,1,1,1,0,1
A01732629,1,1,1,1,0,1
A01656069,1,1,1,1,0,1
A01709405,1,0,1,1,0,1
A01730172,1,0,1,1,0,1
A01709143,1,1,1,1,0,0
A01423935,1,1,1,1,0,1
A01769409,1,1,1,1,0,1
A01708046,1,1,1,1,0,1
A01709223,1,1,1,1,0,0
A01771073,0,0,1,0,0,1
A01423460,1,1,1,1,0,0
A01704567,1,0,1,0,0,1
A01368941,1,1,1,1,0,1
A01705224,1,1,1,1,0,1
A01733303,1,1,1,1,0,1
A01708192,1,0,1,1,0,1
A01367116,0,0,1,1,0,1
A01252104,0,0,1,0,0,1
A01067575,1,0,1,1,0,1
A01562910,1,1,1,1,0,0
A01277253,1,1,1,1,0,1
A01771321,0,0,1,1,0,1
A01367828,1,0,1,1,0,1
A01368644,1,1,1,1,0,1
A01284847,1,0,1,0,0,1
A01625487,0,0,1,0,0,1
A01701729,0,1,1,1,0,1
A01423219,1,0,1,1,0,1
A01704130,1,1,1,1,0,1
A01611732,1,0,1,1,0,1
A01733037,1,0,1,1,0,1
A01706668,1,1,1,1,0,1
A01734914,1,1,1,1,0,1
A01254048,1,0,1,1,0,1
A01236498,0,0,1,0,0,1
A01704023,1,1,1,1,0,1
A01613258,1,0,1,1,0,1
A01620753,1,1,1,1,0,1
A01612507,1,1,1,1,0,1
A01735877,0,0,1,1,0,1
A00573745,1,1,1,1,0,1
A01736549,1,0,1,1,0,1
A00572852,1,1,1,1,0,1
A01276732,1,1,1,0,0,1
A01735304,1,1,1,0,0,1
A01276903,1,1,1,1,0,1
A01736439,1,1,1,0,0,1
A01708948,1,1,1,1,0,1
A01611730,1,1,1,1,0,0
A00572456,1,1,1,1,0,1
A01735370,0,0,1,0,0,1
A01612795,1,0,1,1,0,1
A01736471,1,1,1,1,0,1
A01423256,1,1,1,0,0,1
A01423214,0,0,1,1,0,1
A01233923,1,1,1,1,0,1
A01368534,1,1,1,1,0,1
A01707451,1,1,1,1,0,1
A01742459,1,1,1,0,0,0
A01736529,1,0,1,1,0,1
A01771283,1,0,1,1,0,1
A01351837,1,0,1,1,0,1
A01707861,1,0,1,1,0,1
A01732335,1,0,1,1,0,1
A01704847,1,1,1,1,0,1
A01368888,1,0,1,1,0,1
A01705330,1,1,1,1,0,1
A01736240,1,1,1,1,0,1
A01704793,1,1,1,1,0,1
A01770971,0,0,1,1,0,1
A01709286,1,1,1,1,0,1
A01566912,0,0,1,0,0,1
A01368686,0,0,1,0,0,1
A01620749,1,0,1,0,0,1
A01368878,1,1,1,1,0,1
A01753503,0,0,1,1,0,1
A01236446,1,0,1,0,0,1
A01611670,1,1,1,1,0,1
A01067459,1,0,1,1,0,1
A01705331,1,1,1,0,0,1
A01732488,1,1,1,1,0,1
A01733613,1,0,1,1,0,1
A01733918,0,0,1,0,0,1
A01562158,1,0,1,1,0,1
A01771002,0,0,1,0,0,1
A01424984,1,0,1,1,0,1
A01068279,1,1,1,1,0,1
A00573759,1,1,1,1,0,1
A01783328,1,1,1,1,0,0
A01566777,1,1,1,1,0,1
A01769686,1,1,1,1,0,1
A01769223,1,1,1,1,0,1
A01424662,1,1,1,1,0,1
A01708651,1,1,1,1,0,1
A00834982,1,1,1,1,0,1
A01702725,1,0,1,0,0,1
A01367699,1,1,1,1,0,1
A01732566,1,1,1,1,0,1
A01276354,1,0,1,0,0,1
A01706562,1,1,1,1,0,1
A01734981,1,0,1,1,0,1
A01562775,1,1,1,1,0,1
A01236476,1,1,1,1,0,1
A01251774,1,1,1,1,0,1
A01275427,0,0,1,1,0,1
A01705225,1,1,1,1,0,0
A01732772,1,1,1,1,0,0
A01732970,1,1,1,1,0,1
A01704531,1,1,1,1,0,1
A01704833,1,1,1,1,0,1
A01770956,0,0,1,0,0,1
A01736641,1,1,1,1,0,1
A01735699,0,0,1,1,0,1
A01708272,1,0,1,0,0,1
A01736023,1,0,1,1,0,1
A01736306,0,0,1,1,0,1
A01709202,0,0,1,0,0,1
A01709417,1,0,1,1,0,1
A01709374,1,1,1,1,0,0
A01704149,0,0,1,1,0,1
A01732719,1,1,1,1,0,1
A01369092,1,0,1,0,0,1
A01708304,1,0,1,1,0,1
A01411314,0,0,1,0,0,1
A01708159,1,0,1,1,0,1
A01745111,1,1,1,0,0,1
A01253560,1,1,1,1,0,1
A01736162,1,0,1,0,0,1
A01562729,1,1,1,1,0,1
A01411200,1,1,1,1,0,1
A01611440,1,1,1,1,0,1
A01735617,1,1,1,0,0,1
A01368292,1,0,1,1,1,1
A01368494,1,1,1,1,0,1
A01735289,1,1,1,1,0,1
A01708194,1,1,1,1,0,1
A01613184,1,1,1,1,0,1
A00570809,1,1,1,1,0,1
A01731770,1,1,1,1,0,1
A01067392,1,1,1,1,0,1
A01733359,1,0,1,1,0,1
A01706658,1,1,1,1,0,1
A01254041,1,1,1,1,0,1
A01703444,0,1,1,1,0,1
A01703749,1,1,1,1,0,1
A01709171,1,1,1,1,0,1
A01612947,1,0,1,1,0,1
A01733655,1,0,1,1,0,1
A01424074,1,1,1,1,0,0
A01425055,1,1,1,1,0,1
A01736296,1,0,1,1,0,1
A01736236,1,1,1,1,0,1
A01736466,1,1,1,1,0,1
A01704492,1,1,1,0,0,1
A01369458,0,0,1,1,0,1
A01352675,0,0,1,1,0,1
A01068192,1,1,1,1,0,1
A01709648,1,1,1,1,0,0
A01733417,1,0,1,1,0,1
A01253879,1,1,1,0,0,1
A01753227,1,1,1,1,0,1
A01277390,1,1,1,1,0,1
A01703363,1,0,1,1,0,1
A01704036,1,0,1,0,0,1
A01704848,1,0,1,0,0,1
A01740930,1,1,1,1,0,1
A00573266,1,1,1,0,0,1
A01709117,1,1,1,1,0,1
A01709210,1,1,1,1,0,1
A01275227,1,1,1,1,0,1
A01732440,0,0,1,1,0,1
A01568745,1,1,1,1,0,1
A01275868,1,0,1,0,0,1
A01367629,1,0,1,1,0,1
A01732699,0,0,1,1,0,1
A01706726,1,0,1,1,0,1
A01770116,1,1,1,1,0,1
A01209315,1,0,1,1,0,1
A01233697,1,1,1,1,0,1
A01708729,1,1,1,1,0,1
A01704254,1,1,1,1,0,1
A00572214,1,1,1,1,0,1
A01384703,1,0,1,0,0,1
A01747806,1,1,1,1,0,1
A01735929,1,0,1,0,0,1
A01753350,1,1,1,1,0,1
A01562754,1,1,1,1,0,1
A01701262,1,1,1,1,0,1
A01611786,1,0,1,1,0,1
A01705343,1,0,1,1,0,1
A01276878,1,1,1,1,0,1
A01735312,1,1,1,1,0,1
A00571250,1,1,1,1,0,1
A01656061,1,1,1,1,0,0
A01733106,1,1,1,1,0,1
A01733226,1,0,1,0,0,1
A01236210,1,1,1,1,0,1
A01068301,1,1,1,1,0,0
A01736095,1,0,1,0,0,1
A01736536,1,1,1,1,0,1
A01771170,1,1,1,1,0,1
A01709522,1,1,1,1,0,1
A01770611,1,1,1,1,0,1
A01733842,1,0,1,1,0,1
A01735757,1,0,1,1,0,1
A01068217,0,1,1,1,0,1
A01736428,0,0,1,1,0,1
A01730201,1,1,1,1,0,1
A01702754,1,0,1,1,0,1
A01741724,1,1,1,1,0,1
A01733502,1,1,1,1,0,1
A01707480,1,1,1,1,0,1
A01735310,0,0,1,1,0,1
A01736016,0,0,1,0,0,1
A01771005,0,0,1,0,0,1
A01736241,0,0,1,1,0,1
A01236526,1,1,1,1,0,1
