MATRICULA,REQUISITO,WA,SS,OVP,DISC,DISC EXTRA
A01383555,1,1,1,1,0,1
A01771000,1,1,1,1,0,1
A01571242,1,1,1,1,0,1
A01412769,1,1,1,1,0,1
A01708899,1,1,1,1,0,1
A01708617,1,1,1,1,0,1
A01252617,1,1,1,1,0,1
A01245320,0,1,1,1,0,1
A01702542,1,1,1,1,0,1
A01706423,1,0,1,1,0,1
A01736424,1,1,1,1,0,1
A01704543,1,1,1,1,0,1
A01653541,1,1,1,1,0,1
A01704245,1,1,1,1,0,1
A01253322,1,1,1,1,0,1
A01424305,1,1,1,1,0,1
A01706631,1,0,1,1,0,1
A01369230,1,1,1,1,0,1
A01612804,1,1,1,1,0,1
A01704488,1,1,1,1,0,1
A01612429,1,1,1,1,0,1
A01373463,1,1,1,1,0,1
A01252387,1,1,1,1,0,1
A01369139,1,1,1,1,0,1
A01741807,1,1,1,1,0,1
A01782464,1,1,1,1,0,1
A01026473,1,1,1,1,0,1
A01656774,1,1,1,1,0,1
A01613408,1,1,1,1,0,1
A01253553,1,1,1,1,0,1
A01709558,1,1,1,1,0,1
A01732020,1,1,1,1,0,1
A01704791,1,1,1,1,0,1
A01252428,1,1,1,1,0,1
A01254150,1,1,1,1,0,1
A01233978,1,1,1,1,0,1
A01770613,1,1,1,1,0,1
A00834765,1,1,1,1,0,0
A01770937,1,1,1,1,0,1
A01236268,1,1,1,1,0,1
A01613479,1,1,1,1,0,1
A01383496,1,1,1,1,0,1
A01704286,1,1,1,1,0,1
A01704459,1,1,1,1,0,0
A00834997,1,1,1,1,0,1
A01709121,1,1,1,1,0,0
A01368964,1,1,1,1,0,1
A00572365,1,1,1,1,0,0
A00227560,1,0,1,1,0,1
A01562300,1,1,1,1,0,1
A01708319,1,1,1,1,0,1
A01706962,1,1,1,1,0,1
A01620682,1,1,1,1,0,1
A01704081,1,1,1,1,0,1
A00232313,1,1,1,1,0,1
A01740830,1,1,1,1,0,1
A01252034,1,1,1,1,0,1
A01708069,1,1,1,1,0,1
A01252448,1,1,1,1,0,1
A01412735,1,1,1,1,0,1
A01655562,1,1,1,1,0,1
A01351926,1,1,1,1,0,0
A01741872,1,1,1,1,0,1
A01236330,1,1,1,1,0,1
A01367218,1,1,1,1,0,0
A01734027,1,1,1,1,0,1
A01068216,1,1,1,1,0,1
A01625414,1,1,1,1,0,1
A01735809,1,1,1,1,0,1
A01252651,1,1,1,1,0,1
A01275804,1,1,1,1,0,0
A00572523,1,1,1,1,0,1
A01736709,1,1,1,1,0,1
A01253803,0,1,1,1,0,1
A01736032,1,1,1,1,0,1
A01709180,1,1,1,1,0,1
A01701899,1,1,1,1,0,1
A01705206,1,1,1,1,0,1
A01566842,1,1,1,1,0,1
A01736632,1,1,1,1,0,1
A01368488,1,1,1,1,0,1
A01703889,1,1,1,1,0,1
A01568663,1,1,1,1,0,1
A01235635,1,1,1,1,0,1
A01368651,1,1,1,1,0,1
A00572263,1,1,1,1,0,1
A01552362,1,1,1,1,0,1
A01735432,1,1,1,1,0,1
A01733213,1,1,1,1,0,1
A00572453,1,1,1,1,0,1
A01625515,1,1,1,1,0,1
A01254049,1,1,1,1,0,1
A01236367,1,1,1,1,0,1
A01352644,1,1,1,1,0,1
A01562447,1,1,1,1,0,1
A01701347,1,0,1,1,0,1
A01068283,1,1,1,1,0,1
A01425006,1,1,1,1,0,1
A01277163,1,1,1,1,0,0
A01702452,1,1,1,1,0,1
A01423144,1,1,1,1,0,1
A01423415,1,1,1,1,0,1
A01611387,1,1,1,1,0,1
A01741016,1,1,1,1,0,1
A00232370,1,1,1,1,0,1
A01236321,1,1,1,1,0,1
A01384750,1,1,1,1,0,0
A01562872,1,1,1,1,0,1
A01384709,1,1,1,1,0,1
A01735937,1,1,1,1,0,1
A01562737,1,1,1,1,0,1
A01771136,1,1,1,1,0,1
A01424466,1,1,1,1,0,1
A01252517,1,1,1,1,0,1
A01174788,1,1,1,1,0,1
A01736214,1,1,1,1,0,1
A01254309,1,1,1,1,0,1
A01352661,1,1,1,1,0,1
A01367611,1,1,1,1,0,1
A01552353,1,1,1,1,0,1
A01275574,1,1,1,1,0,1
A01704800,1,1,1,1,0,1
A00232331,1,1,1,1,0,1
A01067510,1,1,1,1,0,1
A01640081,1,1,1,1,0,1
A01236465,1,1,1,1,0,1
A01611637,1,1,1,1,0,1
A01611473,1,1,1,1,0,1
A01704233,1,1,1,1,0,1
A01770620,1,1,1,1,0,1
A01254069,1,1,1,1,0,1
A01742339,1,1,1,1,0,1
A01736593,1,0,1,1,0,1
A01705196,0,1,1,1,0,0
A01423393,1,1,1,1,0,1
A01275666,1,1,1,1,0,1
A01770732,1,1,1,1,0,1
A01706478,1,1,1,1,0,1
A01709279,1,1,1,1,0,1
A01701773,1,1,1,1,0,1
A01708303,1,1,1,1,0,1
A00834451,1,1,1,1,0,1
A01368589,1,1,1,1,0,1
A01368929,1,1,1,1,0,1
A01733147,1,1,1,1,0,1
A01612957,1,1,1,1,0,1
A01736507,1,1,1,1,0,0
A01424955,1,1,1,1,0,1
A01562744,1,1,1,1,0,1
A01368831,1,1,1,1,0,1
A01351773,1,1,1,1,0,1
A01411771,1,1,1,1,0,1
A01174154,1,1,1,1,0,1
A01704093,1,1,1,1,0,1
A01562280,1,1,1,1,0,1
A01702917,1,0,1,1,0,1
A01233987,1,1,1,1,0,1
A01246396,1,1,1,1,0,1
A01735936,1,1,1,1,0,1
A01254030,1,1,1,1,0,1
A01625540,1,1,1,1,0,1
A01423611,1,1,1,1,0,1
A01552387,1,1,1,1,0,1
A01620848,1,1,1,1,0,1
A01321905,1,1,1,1,0,1
A01736265,1,1,1,1,0,1
A01735336,1,1,1,1,0,1
A01367559,1,1,1,1,0,1
A01562866,1,1,1,1,0,1
A01736734,1,1,1,1,0,1
A01704753,1,1,1,1,0,1
A01562587,1,1,1,1,0,1
A01736226,1,1,1,1,0,1
A01369071,1,1,1,1,0,0
A01740959,1,1,1,1,0,1
A01742123,1,1,1,1,0,1
A01747132,1,1,1,1,0,1
A01707583,1,1,1,1,0,1
A01708943,1,1,1,1,0,1
A01277196,1,1,1,1,0,1
A01620775,1,1,1,1,0,1
A01741520,1,1,1,1,0,1
A01026133,1,1,1,1,0,1
A01611665,1,1,1,1,0,0
A01566973,1,1,1,1,0,1
A01734689,1,1,1,1,0,0
A00573510,1,1,1,1,0,1
A01562565,1,1,1,1,0,1
A01740691,1,1,1,1,0,1
A01770426,1,1,1,1,0,1
A01368613,1,1,1,1,0,1
A01656310,1,1,1,1,0,1
A01735780,1,1,1,1,0,1
A01367907,1,1,1,1,0,1
A01704116,1,1,1,1,0,1
A01707871,1,1,1,1,0,1
A01753856,1,1,1,1,0,1
A01734336,1,1,1,1,0,1
A01736035,1,1,1,1,0,1
A01754419,1,1,1,1,0,1
A01424791,1,1,1,1,0,1
A01709498,1,1,1,1,0,1
A01707735,1,1,1,1,0,1
A00572394,1,1,1,1,0,1
A01068132,1,1,1,1,0,0
A01770725,1,1,1,1,0,1
A01368497,1,1,1,1,0,1
A01254007,1,1,1,1,0,1
A01366274,1,1,1,1,0,1
A01732000,1,1,1,1,0,1
A01746682,1,1,1,1,0,1
A01740447,1,1,1,1,0,1
A01732621,1,1,1,1,0,1
A01352551,1,1,1,1,0,1
A01709517,1,1,1,1,0,1
A01275750,1,1,1,1,0,1
A01747162,1,1,1,1,0,1
A00831109,1,1,1,1,0,1
A01709383,1,1,1,1,0,1
A01707038,1,1,1,1,0,1
A01708625,1,1,1,1,0,1
A01736251,1,1,1,1,0,1
A01736253,1,1,1,1,0,1
A01736692,1,1,1,1,0,0
A01024236,1,1,1,1,0,1
A01655894,1,1,1,1,0,0
A01067373,1,1,1,1,0,1
A01656104,1,1,1,1,0,1
A01732860,1,1,1,1,0,1
A01660982,1,1,1,1,0,1
A01551951,1,1,1,1,0,0
A01732074,1,1,1,1,0,1
A01368093,1,1,1,1,0,1
A01612041,0,1,1,1,0,1
A01735779,1,1,1,1,0,1
A01620679,1,1,1,1,0,1
A01782554,1,1,1,1,0,1
A01708698,1,1,1,1,0,1
A01732798,1,1,1,1,0,1
A01369179,1,1,1,1,0,1
A01707473,1,1,1,1,0,1
A01707827,1,1,1,1,0,1
A01367689,1,1,1,1,0,1
A01383504,1,1,1,1,0,1
A01235605,1,1,1,1,0,0
A01736341,1,1,1,1,0,1
A01568849,1,1,1,1,0,1
A01275943,1,1,1,1,0,1
A01368622,1,1,1,1,0,1
A00573629,1,1,1,1,0,1
A01620767,1,1,1,1,0,1
A01246490,1,1,1,1,0,1
A01236015,1,1,1,1,0,1
A01708634,1,1,1,1,0,1
A01708136,1,1,1,1,0,1
A01254324,1,1,1,1,0,1
A01704109,1,1,1,1,0,1
A01661729,1,1,1,1,0,1
A01736728,1,1,1,1,0,1
A01367697,1,1,1,1,0,1
A01252504,1,1,1,1,0,1
A01702453,1,1,1,1,0,1
A01702718,1,1,1,1,0,1
A01235802,1,1,1,1,0,1
A01611823,0,1,1,1,0,1
A01383305,1,1,1,1,0,1
A00572360,1,1,1,1,0,1
A01707507,1,1,1,1,0,1
A01613342,1,1,1,1,0,1
A00573665,1,1,1,1,0,1
A01383394,1,1,1,1,0,0
A01705391,1,1,1,1,0,1
A01706603,1,1,1,1,0,1
A01424046,1,1,1,1,0,1
A01236280,1,1,1,1,0,1
A01562797,1,1,1,1,0,0
A01704108,1,1,1,1,0,1
A01067454,1,1,1,1,0,1
A01369473,1,1,1,1,0,1
A01736165,1,1,1,1,0,0
A01704781,1,1,1,1,0,1
A01736179,1,1,1,1,0,1
A01708656,1,1,1,1,0,1
A01735425,1,0,1,1,0,1
A01770471,1,1,1,1,0,1
A01412612,1,1,1,1,0,1
A01704805,1,1,1,1,0,1
A01236240,1,1,1,1,0,1
A01562072,1,1,1,1,0,1
A01709040,1,1,1,1,0,1
A01771302,1,1,1,1,0,1
A01254005,1,1,1,1,0,1
A01706592,1,0,1,1,0,1
A01704066,1,1,1,1,0,1
A01254287,1,1,1,1,0,1
A01068307,0,1,1,1,0,1
A01707744,1,1,1,1,0,1
A01704965,1,1,1,1,0,1
A01233983,1,1,1,1,0,1
A01276688,1,1,1,1,0,1
A01770621,1,1,1,1,0,1
A01771110,1,1,1,1,0,1
A01662171,1,1,1,1,0,1
A01562701,1,1,1,1,0,1
A01562831,1,1,1,1,0,1
A01253547,1,1,1,1,0,1
A01708668,1,1,1,1,0,1
A01730078,1,1,1,1,0,1
A01707812,1,1,1,1,0,1
A01735880,1,1,1,1,0,0
A01709610,1,1,1,1,0,1
A01613433,1,1,1,1,0,1
A00344763,1,0,1,1,0,1
A01329809,1,1,1,1,0,1
A01067430,1,1,1,1,0,0
A01254242,1,1,1,1,0,1
A01709192,1,1,1,1,0,1
A01568770,1,1,1,1,0,1
A01741038,1,1,1,1,0,0
A01770852,1,1,1,1,0,1
A01733507,1,1,1,1,0,1
A01625651,1,1,1,1,0,1
A01703852,1,1,1,1,0,1
A01368510,1,1,1,1,0,1
A01411697,1,1,1,1,0,1
A01611897,1,1,1,1,0,1
A01254046,1,1,1,1,0,1
A01236288,1,1,1,1,0,1
A01368801,1,1,1,1,0,1
A01562715,1,1,1,1,0,0
A01703800,1,1,1,1,0,1
A01707746,1,1,1,1,0,1
A01704799,1,1,1,1,0,1
A01704957,1,1,1,1,0,1
A01368550,1,1,1,1,0,1
A01174229,1,1,1,1,0,1
A01254115,1,1,1,1,0,1
A01613338,1,1,1,1,0,1
A01610537,1,1,1,1,0,0
A01067488,1,1,1,1,0,1
A01568802,1,1,1,1,0,1
A01732919,1,1,1,1,0,1
A01275857,1,1,1,1,0,0
A01704817,1,1,1,1,0,1
A01709518,1,1,1,1,0,1
A01236426,1,1,1,1,0,1
A01770417,1,1,1,1,0,1
A01769244,1,1,1,1,0,1
A01708936,1,1,1,1,0,1
A01702625,1,1,1,1,0,1
A01735581,1,1,1,1,0,1
A01704241,1,1,1,1,0,1
A01770771,1,1,1,1,0,1
A01708696,1,1,1,1,0,1
A01731465,1,1,1,1,0,1
A01424731,1,1,1,1,0,1
A01736097,1,1,1,1,0,1
A01613244,1,1,1,1,0,1
A01736416,1,1,1,1,0,0
A01736369,1,1,1,1,0,1
A01704785,1,1,1,1,0,0
A01736468,1,1,1,1,0,1
A01704218,1,1,1,1,0,1
A00232365,1,1,1,1,0,1
A01611041,1,1,1,1,0,1
A01769229,1,1,1,1,0,1
A01235439,1,1,1,1,0,1
A01412568,1,1,1,1,0,1
A01611472,1,1,1,1,0,1
A01253998,1,1,1,1,0,1
A01703331,1,1,1,1,0,1
A01708633,1,1,1,1,0,1
A01412715,1,1,1,1,0,1
A01709212,1,1,1,1,0,1
A01771290,0,1,1,0,0,0
A01368859,1,1,1,1,0,1
A01067574,1,1,1,1,0,1
A01424825,1,1,1,1,0,1
A01771278,1,1,1,1,0,1
A01367788,1,1,1,1,0,1
A01423699,1,1,1,1,0,0
A01368758,1,1,1,1,0,1
A01733582,1,1,1,1,0,1
A01254249,1,1,1,1,0,1
A01736634,1,1,1,1,0,1
A01568537,1,1,1,1,0,1
A01275070,1,1,1,1,0,1
A01252710,1,1,1,1,0,1
A01423465,1,0,1,1,0,1
A01552392,1,1,1,1,0,1
A01611795,1,1,1,1,0,1
A01368477,1,1,1,1,0,1
A01384605,1,1,1,1,0,1
A01703496,1,1,1,1,0,1
A01704486,1,1,1,1,0,1
A01275762,1,1,1,1,0,1
A01706467,1,0,1,1,0,1
A01741528,1,1,1,1,0,1
A01709239,1,1,1,1,0,1
A01351696,1,1,1,1,0,1
A01276773,1,1,1,1,0,1
A01707609,1,1,1,1,0,1
A01254031,1,1,1,1,0,1
A01625565,0,1,1,1,0,1
A01701232,1,1,1,1,0,1
A01704039,1,1,1,1,0,1
A01383509,1,1,1,1,0,1
A01620814,1,1,1,1,0,1
A01613377,1,1,1,1,0,1
A01029175,1,1,1,1,0,1
A01254254,1,1,1,1,0,1
A01252529,1,1,1,1,0,1
A01540312,1,1,1,1,0,1
A01707414,1,1,1,1,0,1
A01351454,1,1,1,1,0,1
A07085320,1,1,1,1,0,1
A01552370,1,1,1,1,0,1
A01703113,1,1,1,1,0,1
A01611671,1,1,1,1,0,1
A01620750,1,1,1,1,0,1
A01236368,1,1,1,1,0,1
A01275287,1,1,1,1,0,1
A01275910,1,1,1,1,0,0
A01770419,1,1,1,1,0,1
A01708435,1,1,1,1,0,1
A01411920,1,1,1,1,0,1
A01733491,1,1,1,1,0,1
A01625521,1,1,1,1,0,1
A01367153,1,1,1,1,0,1
A01704166,1,1,1,1,0,1
A01709179,1,1,1,1,0,1
A01709423,1,1,1,1,0,1
A01252462,1,1,1,1,0,1
A01369208,1,1,1,1,0,1
A01613201,1,1,1,1,0,1
A00573730,0,1,1,1,0,0
A01367051,0,1,1,1,0,0
A01423940,1,1,1,1,0,1
A01708637,1,1,1,1,0,1
A01562870,1,1,1,1,0,1
A01174271,1,1,1,1,0,1
A01708892,1,1,1,1,0,1
A01705014,0,1,1,1,0,1
A01709306,0,1,1,1,0,0
A01568678,1,1,1,1,0,1
A01275702,1,1,1,1,0,1
A01613501,1,1,1,1,0,1
A01741440,1,1,1,1,0,0
A00833834,1,1,1,1,0,1
A01236264,1,1,1,1,0,1
A01708706,1,1,1,1,0,1
A00573273,1,1,1,1,0,1
A01742375,1,1,1,1,0,1
A01706348,1,1,1,1,0,1
A01734951,1,1,1,1,0,1
A01253593,1,1,1,1,0,1
A01707764,1,1,1,1,0,1
A01633716,1,1,1,1,0,1
A00227238,1,1,1,1,0,1
A01026312,1,1,1,1,0,0
A01735983,1,1,1,1,0,1
A01252656,1,1,1,1,0,1
A01771214,1,1,1,1,0,1
A01709605,1,1,1,1,0,1
A01709449,1,1,1,1,0,1
A01700345,1,1,1,1,0,1
A01740754,1,1,1,1,0,0
A01562836,1,1,1,1,0,1
A01026116,1,1,1,1,0,1
A01708603,1,1,1,1,0,1
A01174060,1,1,1,1,0,1
A01425050,1,1,1,1,0,0
A01770713,1,1,1,1,0,1
A01352038,1,1,1,1,0,1
A01424383,1,1,1,1,0,1
A01423897,1,1,1,1,0,1
A01568484,1,1,1,1,0,1
A01568721,1,1,1,1,0,1
A01706693,1,1,1,1,0,1
A01541575,1,1,1,1,0,1
A01662202,1,1,1,1,0,1
A01368521,1,1,1,1,0,0
A01732830,1,1,1,1,0,1
A01736384,1,1,1,1,0,0
A01742417,1,1,1,1,0,1
A01276397,1,1,1,1,0,1
A01625418,1,1,1,1,0,1
A01708659,1,1,1,1,0,1
A01275654,1,1,1,1,0,1
A01368926,1,1,1,1,0,1
A01770316,1,1,1,1,0,1
A01708243,1,1,1,1,0,1
A01424894,1,1,1,1,0,1
A01252615,1,1,1,1,0,1
A01254002,1,1,1,1,0,1
A01254080,1,1,1,1,0,1
A01706488,1,1,1,1,0,1
A01625533,1,1,1,1,0,1
A01708983,1,1,1,1,0,1
A01277025,1,1,1,1,0,1
A01771217,1,1,1,1,0,1
A01351777,1,1,1,1,0,1
A01704208,1,1,1,1,0,1
A00572511,1,1,1,1,0,1
A01275152,1,1,1,1,0,1
A01026421,1,1,1,1,0,1
A01276786,1,1,1,1,0,1
A01254180,1,1,1,1,0,1
A01611300,1,1,1,1,0,1
A01352580,1,1,1,1,0,1
A01383525,1,1,1,1,0,0
A01412611,1,1,1,1,0,1
A01236279,1,1,1,1,0,1
A01709109,1,1,1,1,0,1
A01747348,0,0,1,1,0,1
A01235697,1,1,1,1,0,1
A01424632,1,1,1,1,0,1
A01422787,1,1,1,1,0,1
A01613259,1,1,1,1,0,1
A00571865,1,1,1,1,0,1
A01709553,1,0,1,1,0,1
A01704534,1,1,1,1,0,1
A01704171,1,1,1,1,0,0
A01734590,1,1,1,1,0,1
A01736196,1,1,1,1,0,1
A01254209,1,1,1,1,0,1
A01277184,1,1,1,1,0,1
A01369387,1,1,1,1,0,1
A01708217,1,1,1,1,0,1
A01730835,1,1,1,1,0,1
A01702656,1,1,1,1,0,1
A01732338,1,1,1,1,0,0
A00835132,1,1,1,1,0,1
A01734604,1,1,1,1,0,1
A01552359,1,1,1,1,0,1
A00572331,1,1,1,1,0,1
A01730325,1,1,1,1,0,1
A01732761,1,1,1,1,0,0
A01368069,1,1,1,1,0,1
A01704828,1,1,1,1,0,1
A01422563,1,1,1,1,0,1
A01620684,1,1,1,1,0,1
A01709432,1,1,1,1,0,1
A01368044,1,1,1,1,0,1
A01704463,1,1,1,1,0,1
A01275708,1,1,1,1,0,0
A01275340,1,1,1,1,0,1
A01735306,1,1,1,1,0,1
A01562718,1,1,1,1,0,0
A01736513,1,1,1,1,0,0
A01703500,1,1,1,1,0,1
A01277213,1,1,1,1,0,0
A00573705,1,1,1,1,0,1
A01424457,1,1,1,1,0,1
A01254299,1,1,1,1,0,1
A00573506,1,1,1,1,0,1
A01254017,1,1,1,1,0,1
A01740713,1,1,1,1,0,1
A01731628,1,1,1,1,0,1
A01704461,1,1,1,1,0,1
A01708597,1,1,1,1,0,0
A01562067,1,1,1,1,0,1
A00832942,1,1,1,1,0,1
A01611333,1,1,1,1,0,0
A01275373,1,1,1,1,0,1
A00572228,1,1,1,1,0,1
A01351871,1,1,1,1,0,1
A01656703,1,1,1,1,0,1
A01705713,1,1,1,1,0,1
A01769045,1,1,1,1,0,1
A01254245,1,1,1,1,0,1
A01620773,1,1,1,1,0,1
A01368601,1,1,1,1,0,1
A01275812,1,1,1,1,0,1
A01383453,1,1,1,1,0,1
A01704813,1,1,1,1,0,1
A01735897,1,1,1,1,0,1
A00573465,1,1,1,1,0,1
A01252829,1,1,1,1,0,1
A01708933,1,1,1,1,0,0
A00832661,1,1,1,1,0,1
A01254010,1,1,1,1,0,0
A01068157,1,1,1,1,0,1
A01369047,1,1,1,1,0,1
A01253289,1,1,1,1,0,1
A01611602,1,1,1,1,0,1
A01703112,1,1,1,1,0,1
A01708971,1,1,1,1,0,1
A01252608,0,1,1,1,0,0
A01771066,1,1,1,1,0,1
A01771167,1,1,1,1,0,1
A01611679,1,1,1,1,0,1
A01770615,1,1,1,1,0,1
A01369297,1,1,1,1,0,1
A01753920,1,1,1,1,0,1
A00571812,1,1,1,1,0,0
A01235613,1,1,1,1,0,1
A01368987,1,1,1,1,0,1
A00572250,1,1,1,1,0,1
A01740964,1,1,1,1,0,1
A01368835,1,1,1,1,0,1
A01252767,1,1,1,1,0,1
A01709411,1,1,1,1,0,1
A01658100,1,1,1,1,0,1
A01771207,1,1,1,1,0,1
A01708669,1,1,1,1,0,0
A01709367,1,1,1,1,0,1
A01708118,1,1,1,1,0,1
A01610594,1,1,1,1,0,1
A01552357,1,1,1,1,0,1
A01275811,1,1,1,1,0,1
A01236271,1,1,1,1,0,1
A01740443,1,1,1,1,0,1
A01368254,1,1,1,1,0,1
A01382640,1,1,1,1,0,1
A01704536,1,1,1,1,0,1
A01254079,1,1,1,1,0,1
A01275795,1,1,1,1,0,1
A01620812,1,1,1,1,0,1
A01704794,1,1,1,1,0,1
A01562652,1,1,1,1,0,1
A01748786,1,1,1,1,1,1
A01735188,1,0,1,1,0,1
A01704541,1,1,1,1,0,1
A00829203,1,1,1,1,0,1
A00829550,1,1,1,1,0,1
A01254121,1,1,1,1,0,1
A01368202,1,1,1,1,0,1
A01367728,1,1,1,1,0,1
A01252528,1,1,1,1,0,1
A01735275,1,1,1,1,0,1
A01732599,1,1,1,1,0,1
A01736642,0,1,1,1,0,1
A01611477,1,1,1,1,0,1
A01704474,1,1,1,1,0,1
A00833024,1,1,1,1,0,1
A01736078,1,1,1,1,0,1
A01704826,1,1,1,1,0,1
A01246816,1,1,1,1,0,1
A01424785,1,1,1,1,0,0
A01610961,1,1,1,1,0,1
A01383356,1,1,1,1,0,1
A01423579,1,1,1,1,0,1
A01368998,1,1,1,1,0,1
A01771023,1,1,1,1,0,1
A01734760,1,1,1,1,0,1
A01734193,1,1,1,1,0,1
A01277247,1,1,1,1,0,0
A01730215,1,1,1,1,0,1
A01235829,1,1,1,1,0,1
A01703339,1,1,1,1,0,1
A01368648,1,1,1,1,0,0
A01736704,1,1,1,1,0,1
A01275904,1,1,1,1,0,1
A01734651,1,0,1,1,0,1
A01613194,1,1,1,1,0,1
A01771310,1,1,1,1,0,1
A01704568,1,1,1,1,0,1
A01384621,1,1,1,1,0,0
A01709515,1,1,1,1,0,1
A01351792,1,1,1,1,0,1
A01562816,1,1,1,1,0,1
A01707503,1,1,1,1,0,1
A01236223,1,1,1,1,0,1
A00573283,1,1,1,1,0,1
A00834506,1,1,1,1,0,1
A01736588,1,1,1,1,0,0
A01253706,1,1,1,1,0,1
A01276790,1,1,1,1,0,1
A01735822,1,1,1,1,0,1
A01277169,1,1,1,1,0,1
A01236281,1,1,1,1,0,1
A01641457,1,1,1,1,0,1
A01625557,1,1,1,1,0,1
A01026445,0,0,1,1,0,1
A00573680,0,1,1,1,0,1
A01730483,1,1,1,1,0,1
A01742211,1,1,1,1,0,1
A01735906,1,1,1,1,0,1
A01733092,1,1,1,1,0,1
A01424904,1,1,1,1,0,1
A01411665,1,1,1,1,0,1
A01740794,1,1,1,1,0,1
A01705256,1,1,1,1,0,1
A01661096,1,1,1,1,0,1
A01704468,1,1,1,1,0,1
A01771135,1,1,1,1,0,0
A01251879,1,1,1,1,0,1
A01734960,1,1,1,1,0,1
A00573194,1,1,1,1,0,1
A01568590,1,1,1,1,0,1
A01368698,1,1,1,1,0,1
A01708825,1,1,1,1,0,1
A01383486,1,1,1,1,0,1
A01704959,1,1,1,1,0,1
A01613058,1,1,1,1,0,1
A01735839,1,1,1,1,0,1
A01254279,1,1,1,1,0,1
A01708462,1,1,1,1,0,1
A01709151,1,1,1,1,0,1
A01253603,1,1,1,1,0,1
A01736464,1,1,1,1,0,1
A01562624,1,1,1,1,0,0
A01254247,1,1,1,1,0,1
A01736138,1,1,1,1,0,1
A01735676,1,1,1,1,0,1
A01562733,1,1,1,1,0,1
A01541830,1,1,1,1,0,0
A01736441,1,1,1,1,0,1
A01254112,1,1,1,1,0,1
A01254006,1,1,1,1,0,1
A01277335,1,1,1,1,0,1
A01701557,1,1,1,1,0,1
A01252450,1,1,1,1,0,1
A01700632,0,1,1,1,0,1
A01382646,1,0,1,1,0,1
A01703076,1,1,1,1,0,1
A01252491,1,1,1,1,0,1
A01731807,1,1,1,1,0,1
A01745420,1,1,1,1,0,1
A01368665,1,1,1,1,0,1
A01704843,1,1,1,1,0,0
A01703396,1,0,1,1,0,1
A01611966,0,1,1,1,0,1
A01275885,1,1,1,1,0,1
A01552421,1,1,1,1,0,1
A01423759,1,1,1,1,0,1
A01709096,1,1,1,1,0,1
A01736473,1,1,1,1,0,1
A01276679,1,1,1,1,0,1
A01734881,1,1,1,1,0,1
A01709565,1,1,1,1,0,1
A01639662,1,1,1,1,0,1
A01708707,1,1,1,1,0,1
A01236298,1,1,1,1,0,1
A01702878,1,1,1,1,0,1
A01368649,1,1,1,1,0,1
A01747422,1,1,1,1,0,0
A01748450,1,1,1,1,0,1
A01703350,1,1,1,1,0,1
A01709320,1,1,1,1,0,1
A01369094,1,1,1,1,0,1
A01769237,1,1,1,1,0,1
A01562534,1,1,1,1,0,1
A01568753,1,1,1,1,0,1
A01369318,1,1,1,1,0,1
A01734894,1,1,1,1,0,1
A01709050,1,1,1,1,0,1
A01368711,1,1,1,1,0,1
A01709529,1,1,1,1,0,1
A01708959,1,1,1,1,0,1
A01566851,1,1,1,1,0,1
A01740960,1,1,1,1,0,0
A01424864,1,1,1,1,0,1
A01732672,1,1,1,1,0,1
A01709150,1,1,1,1,0,1
A01275741,1,1,1,1,0,1
A01383015,0,1,1,1,0,1
A01736353,1,1,1,1,0,1
A01368986,1,1,1,1,0,1
A00573686,1,1,1,1,0,1
A01272258,0,1,1,1,0,1
A00571966,1,1,1,1,0,1
A01732585,1,1,1,1,0,1
A01368520,1,1,1,1,0,1
A01708601,1,1,1,1,0,1
A01703875,1,1,1,1,0,1
A01568718,1,1,1,1,0,1
A01703771,1,1,1,1,0,1
A01709571,1,1,1,1,0,1
A01740103,1,1,1,1,0,0
A01704471,1,1,1,1,0,1
A01275692,1,1,1,1,0,1
A01709043,1,1,1,1,0,1
A01275959,1,1,1,1,0,1
A01734913,1,1,1,1,0,1
A01770319,1,1,1,1,0,1
A01708618,1,1,1,1,0,1
A01736080,1,1,1,1,0,1
A01742343,0,1,1,1,0,1
A01613475,1,1,1,1,0,1
A01369168,1,1,1,1,0,1
A01731877,1,1,1,1,0,1
A01742103,1,1,1,1,0,1
A01735692,1,1,1,1,0,0
A00573439,1,1,1,1,0,1
A01704231,0,1,1,1,0,1
A01562639,1,1,1,1,0,1
A01562798,1,1,1,1,0,1
A01611912,0,1,1,1,0,0
A01707754,1,1,1,1,0,1
A01736702,1,1,1,1,0,0
A01611699,1,1,1,1,0,1
A01661090,1,1,1,1,0,1
A01351923,1,1,1,1,0,1
A01705211,1,1,1,1,0,1
A01612438,0,1,1,1,0,1
A01562644,1,1,1,1,0,1
A01708806,1,1,1,1,0,1
A01562903,0,1,1,1,0,1
A01234340,1,1,1,1,0,1
A01732352,1,1,1,1,0,1
A01275549,1,1,1,1,0,1
A01384425,1,1,1,1,0,1
A01383482,1,1,1,1,0,1
A01276805,1,1,1,1,0,1
A01384482,1,1,1,1,0,0
A01424837,1,1,1,1,0,1
A01660022,1,1,1,1,0,1
A01384708,1,1,1,1,0,1
A01275372,1,1,1,1,0,1
A01562803,1,1,1,1,0,1
A01383402,1,1,1,1,0,1
A01704559,1,1,1,1,0,0
A01709027,1,1,1,1,0,1
A01770855,1,1,1,1,0,1
A01771304,1,1,1,1,0,1
A00572354,1,1,1,1,0,1
A01734878,1,1,1,1,0,1
A01611979,1,1,1,1,0,1
A01411838,1,1,1,0,0,1
