ID,CAG AD25 (POR CREDITOS),SERVICIO SOCIAL,DISCIPLINAR ACREDITADA,DISCIPLINARES Extra,ORIENTACION,WA,Requisito
A01642614,0,1,0,1,0,0,0
A01783605,0,1,0,1,1,0,0
A01798451,0,1,0,1,0,0,0
A01642806,0,1,0,1,0,0,0
A01625728,0,1,0,1,0,0,0
A01642530,0,1,0,1,0,0,0
A01643549,0,1,0,1,0,0,0
A01642582,0,1,0,1,0,0,0
A01663815,0,1,0,1,1,0,0
A01663088,0,1,0,1,0,0,0
A01783610,0,1,0,1,0,0,0
A01798578,0,1,0,1,0,0,0
A01642950,0,1,0,1,0,0,0
A01663266,0,1,0,1,1,0,0
A01643382,0,1,0,1,0,0,0
A01642815,0,1,0,1,0,0,0
A01783981,0,1,0,1,0,0,0
A01783752,0,1,0,1,0,0,0
A01663639,0,1,0,1,0,0,0
A01642903,0,1,0,0,0,0,0
A01642840,0,1,0,1,0,0,0
A01663105,0,1,0,0,0,0,0
A01663640,0,1,0,1,0,0,0
A01783651,0,1,0,0,0,0,0
A01663197,0,1,0,1,0,0,0
A01742658,0,1,0,1,0,0,0
A01771664,0,1,0,1,0,0,0
A01642927,0,1,0,1,0,0,0
A01663765,0,1,0,1,0,0,0
A01642970,0,1,0,1,0,0,0
A01643208,0,1,0,1,0,0,0
A01742665,0,1,0,1,0,0,0
A01799547,0,1,0,1,0,0,0
A01663288,0,1,0,1,1,0,0
A01784016,0,1,0,1,1,0,0
A01783991,0,1,0,1,0,0,0
A01737730,0,1,0,0,1,0,0
A01800022,0,1,0,1,1,0,0
A01663411,0,1,0,0,0,0,0
A01784314,0,1,0,1,0,0,0
A01664935,0,1,0,1,0,0,0
A01643251,0,1,0,1,0,0,0
A01799130,0,1,0,1,0,0,0
A01663894,0,1,0,1,1,0,0
A01784382,0,1,0,1,0,0,0
A01663937,0,1,0,0,1,0,0
A01784013,0,1,0,1,0,0,0
A01644090,0,1,0,1,0,0,0
A01784385,0,1,0,1,0,0,0
A01663789,0,1,0,1,0,0,0
A01784122,0,1,0,1,0,0,0
A01784184,0,1,0,1,0,0,0
A01643270,0,1,0,1,0,0,0
A01643335,0,1,0,0,0,0,0
A01643446,0,1,0,1,0,0,0
A01799284,0,1,0,1,0,0,0
A01663806,0,1,0,1,0,0,0
A01664068,0,1,0,1,0,0,0
A01663807,0,1,0,1,0,0,0
A01663810,0,1,0,1,0,0,0
A01563138,0,0,0,1,0,0,0
A01643714,0,0,0,1,1,0,0
A01664718,0,1,0,0,0,0,0
A01784197,0,1,0,1,1,0,0
A01068436,0,1,0,1,0,0,0
A01784204,0,1,0,1,0,0,0
A01784200,0,1,0,1,0,0,0
A01643399,0,1,0,1,0,0,0
A01784393,0,1,0,1,0,0,0
A01643501,0,1,0,1,0,0,0
A01799386,0,1,0,1,1,0,0
A01799296,0,1,0,1,0,0,0
A01664063,0,1,0,1,0,0,0
A01644089,0,1,0,1,0,0,0
A01664296,0,0,0,1,0,0,0
A01784640,0,1,0,1,1,0,0
A01784423,0,1,0,1,0,0,0
A01784439,0,1,0,1,1,0,0
A01664201,0,1,0,1,0,0,0
A01664328,0,1,0,1,0,0,0
A01800024,0,1,0,1,0,0,0
A01643749,0,1,0,1,1,0,0
A01799521,0,1,0,0,0,0,0
A01664248,0,1,0,1,0,0,0
A01799523,0,1,0,1,1,0,0
A01784802,0,1,0,1,0,0,0
A01643701,0,1,0,1,0,0,0
A01664559,0,1,0,1,0,0,0
A01664662,0,1,0,1,1,0,0
A01799633,0,1,0,1,1,0,0
A01643832,0,1,0,1,0,0,0
A01664501,0,1,0,1,0,0,0
A01664652,0,1,0,1,0,0,0
A01799813,0,1,0,1,1,0,0
A01644022,0,1,0,1,0,0,0
A01643860,0,1,0,1,0,0,0
A00574059,0,1,0,1,0,0,0
A01643891,0,1,0,1,0,0,0
A01643871,0,1,0,1,0,0,0
A01799723,0,1,0,1,0,0,0
A01643994,0,1,0,0,0,0,0
A01664598,0,1,0,1,0,0,0
A01784832,0,1,0,1,0,0,0
A01643995,0,1,0,1,0,0,0
A01784698,0,1,0,1,0,0,0
A01643897,0,1,0,1,0,0,0
A01784697,0,1,0,1,0,0,0
A01784699,0,1,0,1,0,0,0
A00837964,0,1,0,1,0,0,0
A01664669,0,1,0,1,0,0,0
A01799971,0,1,0,1,0,0,0
A01799943,0,1,0,1,0,0,0
A01644081,0,1,0,1,0,0,0
A01667145,0,1,0,1,0,0,0
A01667274,0,1,0,1,0,0,0
A01637278,0,1,0,1,0,0,0
A07064905,0,1,0,1,0,0,0
A01741204,0,1,0,1,0,0,0
A01376094,0,1,0,1,0,0,0
A01741226,0,1,0,1,0,0,0
A00232248,1,1,0,1,0,1,0
A01024932,0,1,0,1,0,0,0
A01633821,0,1,0,1,0,0,0
A01741150,0,1,0,1,0,0,0
A01634109,0,1,0,1,0,0,0
A01745922,0,1,0,1,0,0,0
A01745719,0,1,0,1,0,0,0
A01026507,1,1,0,1,1,1,0
A01026487,0,1,0,1,0,0,0
A01636457,0,1,0,1,0,0,0
A01636590,0,1,0,1,0,0,0
A01275891,0,1,0,0,0,0,0
A01747459,0,1,0,1,0,0,0
A01748028,1,1,0,1,1,0,0
A01655941,0,1,0,1,0,0,0
A01423764,0,1,0,1,0,0,0
A01368868,0,1,0,1,1,0,0
A01067431,0,1,0,1,0,0,0
A01636287,0,1,0,1,0,0,0
A01704798,0,1,0,1,0,0,0
A01656312,0,1,0,1,1,0,0
A01656967,0,1,0,1,0,0,0
A01656790,0,1,0,1,0,0,0
A01027481,0,1,0,1,0,0,0
A01657148,0,1,0,1,0,0,0
A01748638,0,1,0,1,1,0,0
A01661197,0,1,0,1,0,0,0
A01027492,0,1,0,1,0,0,0
A01643000,0,1,0,1,0,0,0
A01748995,0,1,0,1,0,0,0
A01027639,0,1,0,1,0,0,0
A01067591,0,1,0,1,0,0,0
A01254838,0,1,0,1,0,0,0
A01657266,0,1,0,1,0,0,0
A01029145,0,1,0,1,0,0,0
A01749083,0,1,0,1,0,0,0
A01027717,0,0,0,1,1,0,0
A07065338,0,1,0,1,0,0,0
A01749089,0,1,0,0,0,0,0
A01027694,0,1,0,1,0,0,0
A01751102,0,1,0,1,0,0,0
A01657627,0,1,0,1,0,0,0
A01657288,0,1,0,1,0,0,0
A01749112,0,1,0,1,0,0,0
A01749095,0,1,0,1,0,0,0
A01657348,0,1,0,1,0,0,0
A01027849,0,1,0,1,0,0,0
A01027816,0,1,0,1,0,0,0
A01027736,0,1,0,1,0,0,0
A01637098,0,1,0,1,0,0,0
A01637382,0,1,0,1,0,0,0
A01027834,0,1,0,1,0,0,0
A01027893,0,1,0,1,0,0,0
A01637109,0,1,0,1,1,0,0
A01749111,0,1,0,1,0,0,0
A01027734,0,1,0,1,0,0,0
A01637116,0,1,0,1,0,0,0
A00344857,0,1,0,1,0,0,0
A01637117,0,1,0,0,0,0,0
A01637064,0,1,0,1,0,0,0
A01637754,0,1,0,0,1,0,0
A01657287,0,1,0,1,0,0,0
A01637254,0,1,0,1,0,0,0
A01637097,0,1,0,1,0,0,0
A01027743,0,1,0,1,0,0,0
A01028802,0,1,0,1,0,0,0
A01067614,0,1,0,1,0,0,0
A01657484,0,1,0,1,1,0,0
A01798518,0,1,0,1,0,0,0
A01749216,0,1,0,1,0,0,0
A01657487,0,1,0,1,1,0,0
A01637444,0,1,0,1,0,0,0
A01749531,0,1,0,1,0,0,0
A01637227,0,1,0,1,0,0,0
A01749201,0,1,0,1,0,0,0
A01749822,0,1,0,1,0,0,0
A01657587,0,1,0,1,0,0,0
A01784167,0,1,0,1,0,0,0
A01027844,0,1,0,1,0,0,0
A01612145,0,1,0,1,0,0,0
A01749288,0,1,0,1,0,0,0
A01784306,0,1,0,1,0,0,0
A01749512,0,1,0,1,0,0,0
A01369713,0,1,0,1,0,0,0
A01749287,0,1,0,1,0,0,0
A01637257,0,1,0,0,0,0,0
A01749533,0,1,0,1,0,0,0
A00227385,0,1,0,0,0,0,0
A01749587,0,1,0,1,0,0,0
A01657373,0,1,0,1,1,0,0
A00227475,0,1,0,1,0,0,0
A01027948,0,1,0,1,0,0,0
A01637286,0,1,0,0,0,0,0
A01657626,0,0,0,1,0,0,0
A01637391,0,1,0,1,0,0,0
A01741197,0,0,0,1,1,0,0
A01658129,0,1,0,1,0,0,0
A01749282,0,1,0,1,1,0,0
A00227463,0,1,0,1,0,0,0
A01749324,0,1,0,1,0,0,0
A01369855,0,1,0,1,0,0,0
A01276205,0,1,0,1,0,0,0
A01705544,0,1,0,1,0,0,0
A01252893,0,1,0,0,0,0,0
A01369937,0,1,0,1,1,0,0
A01369664,0,1,0,1,0,0,0
A01749755,0,1,0,1,0,0,0
A01749588,0,1,0,1,0,0,0
A01174416,0,1,0,1,0,0,0
A01749574,0,1,0,1,0,0,0
A01657470,0,1,0,0,0,0,0
A01657519,0,1,0,0,0,0,0
A01657500,0,1,0,1,0,0,0
A01657447,0,1,0,1,0,0,0
A01749757,0,1,0,1,0,0,0
A01749556,0,1,0,1,0,0,0
A01369693,0,0,0,1,0,0,0
A01657527,0,1,0,1,0,0,0
A01750276,0,1,0,1,1,0,0
A01749606,0,1,0,1,0,0,0
A01749829,0,0,0,1,0,0,0
A01749880,0,1,0,0,0,0,0
A00572661,0,1,0,1,0,0,0
A01749840,0,1,0,0,0,0,0
A01749891,0,1,0,1,0,0,0
A01749883,0,1,0,1,0,0,0
A01369729,0,1,0,1,0,0,0
A01657700,0,0,0,1,0,0,0
A01749659,0,1,0,0,0,0,0
A01749936,0,1,0,1,0,0,0
A01749873,0,1,0,1,0,0,0
A01749923,0,1,0,1,1,0,0
A01657590,0,1,0,1,0,0,0
A01749774,0,1,0,0,0,0,0
A01637386,0,1,0,0,0,0,0
A01637402,0,1,0,1,0,0,0
A01750087,0,1,0,1,0,0,0
A01637672,0,0,0,1,1,0,0
A01657581,0,1,1,1,0,0,0
A01657699,0,1,0,1,1,0,0
A01657864,0,1,0,1,0,0,0
A01276320,0,1,0,1,1,0,0
A01369929,0,1,0,1,0,0,0
A01749679,0,1,0,1,0,0,0
A01028206,0,1,0,1,0,0,0
A01749879,0,1,0,1,0,0,0
A01657739,0,1,0,1,0,0,0
A01750337,0,1,0,1,0,0,0
A01749964,0,1,0,1,0,0,0
A01637664,0,1,0,1,0,0,0
A01749908,0,1,0,1,0,0,0
A01276142,0,0,0,1,0,0,0
A01749861,0,1,0,1,1,0,0
A01028245,0,1,0,1,0,0,0
A01643793,0,1,0,1,0,0,0
A01658019,0,1,0,1,0,0,0
A01028428,0,1,0,1,0,0,0
A01620942,0,1,0,1,0,0,0
A01769405,0,1,0,1,0,0,0
A01657841,0,1,0,1,0,0,0
A01749999,0,1,0,1,0,0,0
A01657870,0,1,0,1,0,0,0
A01750585,0,1,0,1,0,0,0
A01658070,0,1,0,1,0,0,0
A01657845,0,1,0,1,0,0,0
A01658052,0,0,0,1,0,0,0
A01658558,0,1,0,1,0,0,0
A01658237,0,1,0,1,0,0,0
A01253126,0,1,0,1,0,0,0
A01658059,0,0,0,1,0,0,0
A01750305,0,1,0,1,0,0,0
A01658507,0,1,0,0,0,0,0
A01769185,0,1,0,0,0,0,0
A01276370,0,1,0,1,0,0,0
A01658233,0,1,0,1,0,0,0
A01750295,0,1,0,1,0,0,0
A01658357,0,1,0,1,0,0,0
A01658348,0,0,0,1,0,0,0
A01741336,0,1,0,1,0,0,0
A01750298,0,1,0,1,0,0,0
A01750521,0,1,0,1,0,0,0
A01658390,0,1,0,1,1,0,0
A01750496,0,1,0,1,0,0,0
A01750502,0,1,0,1,0,0,0
A00572848,0,1,0,1,0,0,0
A01067758,0,1,0,1,0,0,0
A01750587,0,1,0,1,1,0,0
A01253196,0,1,0,1,0,0,0
A01750531,0,1,0,1,0,0,0
A01658499,0,1,0,1,0,0,0
A01750717,0,1,0,1,0,0,0
A01658880,0,1,0,1,0,0,0
A01658675,0,1,0,1,0,0,0
A01784485,0,1,0,1,0,0,0
A01658545,0,1,0,0,0,0,0
A00837132,0,1,0,1,0,0,0
A01798855,0,1,0,1,0,0,0
A01658519,0,1,0,1,0,0,0
A01658608,0,1,0,1,1,0,0
A01642646,0,1,0,1,0,0,0
A01638481,0,1,0,0,0,0,0
A01658612,0,1,0,1,0,0,0
A01638541,0,1,0,1,0,0,0
A01658658,0,1,0,0,0,0,0
A01751164,0,1,0,1,0,0,0
A01771907,0,1,0,1,0,0,0
A01658650,0,1,0,0,0,0,0
A01658809,0,1,0,1,0,0,0
A01029143,0,1,0,1,0,0,0
A01798444,0,1,0,0,0,0,0
A01751018,0,1,0,1,0,0,0
A01424286,0,1,0,1,0,0,0
A01798499,0,1,0,1,0,0,0
A01751094,0,1,0,1,0,0,0
A01741459,0,1,0,1,0,0,0
A00344929,0,1,0,1,0,0,0
A01424258,0,1,0,1,0,0,0
A01658988,0,1,0,1,0,0,0
A01799405,0,1,0,1,0,0,0
A01643645,0,1,0,1,0,0,0
A00573101,0,1,0,1,0,0,0
A01659324,0,1,0,1,0,0,0
A01276524,0,1,0,1,0,0,0
A01666672,0,1,0,1,0,0,0
A01567254,0,1,0,1,0,0,0
A01751963,0,1,0,1,0,0,0
A01253796,0,1,0,1,1,0,0
A01707899,0,1,0,0,0,0,0
A01781403,0,1,0,1,0,0,0
A01752808,0,1,0,0,0,0,0
A01286330,0,1,0,0,0,0,0
A01621201,0,1,0,1,0,0,0
A01781564,0,1,0,1,0,0,0
A01753189,0,1,0,1,0,0,0
A01641557,0,1,0,0,0,0,0
A01661170,0,1,0,0,1,0,0
A01782128,1,1,0,1,1,1,0
A01798738,0,1,0,1,0,0,0
A01641389,0,1,0,1,1,0,0
A01641882,0,1,0,1,0,0,0
A01784106,0,1,0,1,0,0,0
A01782956,0,1,0,1,0,0,0
A01641886,0,1,0,1,0,0,0
A01783319,0,1,0,1,0,0,0
A01771163,0,1,0,0,1,0,0
A01642221,0,1,0,0,0,0,0
A01642230,0,1,0,1,0,0,0
A01642326,0,1,0,1,0,0,0
A01798340,0,1,0,1,0,0,0
A01662934,0,1,0,1,1,0,0
A01798192,0,1,0,1,0,0,0
A01798341,0,1,0,1,0,0,0
A01663005,0,1,0,1,0,0,0
A01798202,0,1,0,1,0,0,0
A01643092,0,0,0,1,1,0,0
A01642425,0,1,0,1,0,0,0
A01783602,0,1,0,1,0,0,0
A01642426,0,1,0,1,0,0,0
A01663701,0,1,0,1,1,0,0
A01798511,0,1,0,0,0,0,0
A01662938,0,1,0,0,0,0,0
A01642606,0,1,0,1,0,0,0
A01663015,0,1,0,0,0,0,0
A01642607,0,1,0,1,0,0,0
A01798520,0,1,0,1,0,0,0
A01644032,0,1,0,1,0,0,0
A01663271,0,1,0,1,0,0,0
A01562963,0,1,0,1,0,0,0
A01783721,0,1,0,1,0,0,0
A01798454,0,1,0,1,0,0,0
A01783926,0,1,0,1,0,0,0
A01642667,0,1,0,0,0,0,0
A01798457,0,1,0,1,0,0,0
A01642949,0,1,0,1,0,0,0
A01643220,0,1,0,1,0,0,0
A01642811,0,1,0,1,0,0,0
A01663308,0,1,0,1,0,0,0
A01643288,0,1,0,1,0,0,0
A01798569,0,1,0,1,0,0,0
A01663098,0,1,0,1,0,0,0
A01771593,0,1,0,1,0,0,0
A01642697,0,1,0,1,0,0,0
A01068356,0,1,0,1,0,0,0
A01663069,0,1,0,1,0,0,0
A01663276,0,1,0,0,0,0,0
A01625693,0,1,0,1,0,0,0
A01643301,0,1,0,0,1,0,0
A01663337,0,1,0,1,1,0,0
A01642908,0,1,0,0,0,0,0
A01798673,0,1,0,1,0,0,0
A01798835,0,1,0,1,0,0,0
A01798836,0,1,0,1,0,0,0
A01663672,0,1,0,1,0,0,0
A01663922,0,1,0,1,0,0,0
A01783809,0,1,0,1,0,0,0
A01642975,0,1,0,1,0,0,0
A01277584,0,1,0,1,0,0,0
A01783992,0,1,0,1,0,0,0
A01798847,0,1,0,1,0,0,0
A01643200,0,1,0,1,0,0,0
A01643062,0,1,0,1,0,0,0
A01784177,0,1,0,1,0,0,0
A01425308,0,1,0,1,0,0,0
A01643299,0,1,0,1,0,0,0
A01643189,0,1,0,1,1,0,0
A01643360,0,1,0,0,0,0,0
A00573880,0,1,0,1,0,0,0
A01664555,0,1,0,1,0,0,0
A01613814,0,1,0,1,0,0,0
A01784040,0,1,0,1,0,0,0
A01643540,0,0,0,1,1,0,0
A01664947,0,0,1,1,1,0,0
A01784181,0,1,0,1,0,0,0
A01643442,0,1,0,0,0,0,0
A01644127,0,1,0,1,0,0,0
A01663954,0,1,0,1,0,0,0
A01784309,0,1,0,1,0,0,0
A01784232,0,1,0,1,0,0,0
A01799285,0,1,0,1,0,0,0
A01784191,0,1,0,1,1,0,0
A01784193,0,1,0,0,0,0,0
A01742781,0,1,0,1,0,0,0
A01643452,0,1,0,1,0,0,0
A01643397,0,1,0,1,0,0,0
A01799290,0,1,0,1,0,0,0
A01643401,0,1,0,1,0,0,0
A01643561,0,1,0,1,0,0,0
A01799931,0,1,0,1,0,0,0
A01663987,0,1,0,1,0,0,0
A01643403,0,1,0,1,0,0,0
A01643459,0,1,0,1,0,0,0
A01643465,0,1,0,0,0,0,0
A01664107,0,1,0,1,0,0,0
A01799387,0,1,0,1,0,0,0
A01254761,0,1,0,1,0,0,0
A01799762,0,1,0,1,0,0,0
A01625722,0,1,0,1,0,0,0
A01799391,0,1,0,1,0,0,0
A01643495,0,1,0,1,0,0,0
A01664168,0,1,0,1,0,0,0
A01643983,0,1,0,1,0,0,0
A01784460,0,1,0,1,0,0,0
A01784605,0,1,0,1,0,0,0
A01799763,0,1,0,1,0,0,0
A01664205,0,1,0,1,1,0,0
A01799584,0,1,0,1,0,0,0
A01664461,0,1,0,1,0,0,0
A01784641,0,1,0,1,0,0,0
A01799549,0,1,0,1,0,0,0
A01613911,0,1,0,1,0,0,0
A01799548,0,1,0,1,0,0,0
A01799587,0,1,0,1,0,0,0
A01643853,0,1,0,1,0,0,0
A01068480,0,1,0,0,0,0,0
A01254831,0,1,0,1,0,0,0
A01799689,0,1,0,1,0,0,0
A01236820,0,1,0,1,0,0,0
A01643711,0,1,0,1,0,0,0
A01644019,0,1,0,1,0,0,0
A01563292,0,1,0,1,0,0,0
A01664861,0,1,0,1,0,0,0
A01784612,0,1,0,1,1,0,0
A01643962,0,1,0,1,0,0,0
A01808117,0,1,0,1,0,0,0
A01664658,0,1,0,1,0,0,0
A01643861,0,1,0,0,0,0,0
A01784674,0,1,0,1,0,0,0
A01643993,0,1,0,1,0,0,0
A01664667,0,1,0,1,1,0,0
A01643939,0,1,0,0,0,0,0
A01799818,0,1,0,1,0,0,0
A01643927,0,1,0,0,0,0,0
A01664778,0,1,0,1,0,0,0
A01643967,0,1,0,1,0,0,0
A01664628,0,1,0,1,0,0,0
A01643906,0,1,0,1,0,0,0
A01664810,0,1,0,1,0,0,0
A01784854,0,1,0,1,0,0,0
A01799973,0,1,0,1,0,0,0
A01799975,0,1,0,1,0,0,0
A01800001,0,1,0,1,0,0,0
A01644145,0,1,0,1,0,0,0
A00571403,0,1,0,1,0,0,0
A01637683,0,1,0,1,0,0,0
A01638002,0,0,0,1,1,0,0
A00344858,0,1,0,1,0,0,0
A01028529,0,1,0,1,0,0,0
A01741254,0,1,0,1,0,0,0
A01378445,0,1,0,1,1,0,0
A01740236,0,1,0,1,0,0,0
A01025122,0,1,0,1,1,0,0
A01746147,0,1,0,1,1,0,0
A01568601,0,1,0,1,0,0,0
A01654787,0,1,0,1,0,0,0
A01770887,0,1,0,0,0,0,0
A01635135,0,1,0,1,0,0,0
A01067357,0,1,0,1,0,0,0
A00344744,0,1,0,1,0,0,0
A01026144,1,1,0,1,0,0,0
A01747004,0,1,0,1,0,0,0
A01026342,1,1,0,0,0,0,0
A01368500,0,1,0,1,0,0,0
A01635473,1,1,0,1,0,0,0
A01174081,0,1,0,1,0,0,0
A01656097,0,1,0,1,0,0,0
A00227305,0,1,0,1,0,0,0
A01656102,0,1,0,1,0,0,0
A01368802,0,1,0,1,0,0,0
A01747956,0,1,0,1,1,0,0
A01636332,0,1,0,1,0,0,0
A01423805,0,1,0,1,0,0,0
A01658848,0,1,0,1,0,0,0
A00572499,0,1,0,1,0,0,0
A01636912,0,1,0,1,0,0,0
A01799684,0,1,0,1,0,0,0
A01748873,0,1,0,1,1,0,0
A01027640,0,1,0,1,0,0,0
A01027563,0,1,0,1,0,0,0
A01027668,0,1,0,1,0,0,0
A01705375,0,1,0,1,1,0,0
A00344856,0,1,0,1,0,0,0
A01753721,0,1,0,1,1,0,0
A01027635,0,1,0,1,0,0,0
A01028806,0,1,0,1,0,0,0
A01749117,0,1,0,1,0,0,0
A01369726,0,1,0,1,0,0,0
A01749148,0,1,0,1,0,0,0
A01657503,0,1,0,1,0,0,0
A01657286,0,1,0,1,0,0,0
A01749134,0,1,0,1,0,0,0
A01749110,0,1,0,1,0,0,0
A00344851,0,1,0,1,0,0,0
A01749126,0,1,0,1,0,0,0
A01028889,0,1,0,1,0,0,0
A01027801,0,1,0,0,0,0,0
A01637104,0,1,0,0,0,0,0
A01637122,0,1,0,1,0,0,0
A01637103,0,1,0,1,0,0,0
A01027899,0,1,0,1,0,0,0
A01657707,0,1,0,1,0,0,0
A01637437,0,1,0,1,0,0,0
A01637118,0,0,0,1,1,0,0
A01637373,0,1,0,0,0,0,0
A01369577,0,1,0,1,0,0,0
A01637106,0,1,0,1,0,0,0
A01369508,0,1,0,1,0,0,0
A01657291,0,1,0,0,0,0,0
A01749153,0,1,0,0,0,0,0
A00344841,0,1,0,1,0,0,0
A01369550,0,1,0,1,0,0,0
A01027840,0,1,0,1,1,0,0
A01637076,0,1,0,1,0,0,0
A00344846,0,1,0,0,0,0,0
A01749359,0,1,0,1,0,0,0
A01027863,0,1,0,1,0,0,0
A01571253,0,1,0,1,0,0,0
A01657354,0,1,0,1,1,0,0
A01749196,0,1,0,1,0,0,0
A01027945,0,1,0,1,0,0,0
A01027909,0,1,0,1,0,0,0
A01028033,0,1,0,1,0,0,0
A01749202,0,1,0,1,0,0,0
A01637201,0,1,0,1,0,0,0
A01637247,0,1,0,0,0,0,0
A01637429,0,1,0,1,0,0,0
A01067595,0,0,0,1,0,0,0
A01612150,0,1,0,1,0,0,0
A01369533,0,1,0,1,0,0,0
A01749516,0,1,0,1,0,0,0
A01067620,0,1,0,1,0,0,0
A01741070,0,1,0,1,0,0,0
A01749230,0,1,0,0,0,0,0
A01027874,0,1,0,1,1,0,0
A01749233,0,1,0,1,0,0,0
A01637151,0,1,0,1,0,0,0
A01657478,0,1,0,1,0,0,0
A01749746,0,1,0,1,0,0,0
A01252876,0,1,0,1,0,0,0
A01637163,0,1,0,1,0,0,0
A01637169,0,1,0,1,0,0,0
A01638004,0,1,0,0,0,0,0
A01637193,0,1,0,1,0,0,0
A01705546,0,0,0,1,1,0,0
A01027894,0,1,0,1,0,0,0
A01749331,0,1,0,1,0,0,0
A01749336,0,1,0,1,0,0,0
A01657666,0,1,0,1,0,0,0
A01027969,0,1,0,1,0,0,0
A01028757,0,1,0,1,0,0,0
A01657403,0,1,0,1,0,0,0
A01657804,0,1,0,1,0,0,0
A00572712,0,1,0,1,0,0,0
A01067637,0,1,0,1,0,0,0
A01749863,0,1,0,1,0,0,0
A01369738,0,1,0,1,0,0,0
A01657761,0,1,0,1,0,0,0
A01174359,0,1,0,1,0,0,0
A01749575,0,1,0,0,0,0,0
A01028226,0,1,0,1,0,0,0
A01657524,0,0,0,1,1,0,0
A01028404,0,1,0,0,0,0,0
A01276075,0,0,0,1,0,0,0
A01369732,0,1,0,1,0,0,0
A01352156,0,0,0,1,0,0,0
A01637441,0,1,0,1,0,0,0
A01424006,0,0,1,1,0,0,0
A01369730,0,1,0,1,0,0,0
A01749760,0,1,0,1,1,0,0
A01749884,0,1,0,1,0,0,0
A01657557,0,1,0,0,0,0,0
A01027983,0,1,0,1,0,0,0
A01637678,0,1,0,1,0,0,0
A01750532,0,1,0,1,0,0,0
A01750357,0,1,0,1,1,0,0
A00232405,0,1,0,1,0,0,0
A01749942,0,1,0,1,0,0,0
A01750928,0,1,0,1,0,0,0
A01637419,0,1,0,0,0,0,0
A01657539,0,1,0,1,0,0,0
A01749726,0,1,0,1,0,0,0
A01749727,0,1,0,1,0,0,0
A01749612,0,1,0,1,0,0,0
A01657733,0,1,0,1,0,0,0
A01749620,0,1,0,1,0,0,0
A01664279,0,1,0,1,0,0,0
A01658671,0,1,0,0,0,0,0
A01352250,0,1,0,1,0,0,0
A01657583,0,1,0,1,0,0,0
A01749689,0,1,0,0,0,0,0
A01749887,0,1,0,1,0,0,0
A01658253,0,1,0,1,0,0,0
A01749667,0,1,0,1,0,0,0
A01751028,0,1,0,1,0,0,0
A01276067,0,1,0,1,0,0,0
A01749832,0,1,0,1,0,0,0
A01741262,0,1,0,1,0,0,0
A01749878,0,1,0,1,0,0,0
A00572727,0,1,0,1,0,0,0
A01028212,0,1,0,1,0,0,0
A01657751,0,1,0,1,0,0,0
A01657898,0,1,0,1,0,0,0
A01664807,0,1,0,1,0,0,0
A01643840,0,1,0,1,0,0,0
A01657750,0,1,0,1,0,0,0
A01657744,0,1,0,1,0,0,0
A01424028,0,1,0,1,0,0,0
A01252916,0,1,0,1,0,0,0
A01028427,0,1,0,1,0,0,0
A01637996,0,1,0,0,0,0,0
A01637627,0,1,0,0,0,0,0
A01750559,0,1,0,0,0,0,0
A01749926,0,1,0,1,0,0,0
A01657778,0,1,0,1,1,0,0
A01067670,0,1,0,1,0,0,0
A01663423,0,1,0,1,0,0,0
A01657633,0,1,0,1,0,0,0
A01741308,0,1,0,1,0,0,0
A01637625,0,1,0,1,0,0,0
A01637657,0,1,0,1,0,0,0
A01750016,0,1,0,1,0,0,0
A01658913,0,1,0,1,0,0,0
A01567113,0,0,0,1,0,0,0
A01637621,0,0,0,1,1,0,0
A01799992,0,1,0,1,0,0,0
A01750762,0,1,0,1,0,0,0
A01658374,0,1,0,0,0,0,0
A01750040,0,1,0,1,0,0,0
A01658060,0,1,0,1,0,0,0
A01657837,0,1,0,1,1,0,0
A01798571,0,1,0,1,1,0,0
A01659018,0,1,0,1,0,0,0
A01658332,0,1,0,1,0,0,0
A01658056,0,1,0,1,0,0,0
A01067703,0,1,0,1,0,0,0
A01028398,0,1,0,1,0,0,0
A01029148,0,1,0,1,0,0,0
A01658365,0,1,0,1,0,0,0
A01750289,0,1,0,1,0,0,0
A01769108,0,1,0,1,0,0,0
A01750690,0,1,0,1,0,0,0
A01750322,0,1,0,1,0,0,0
A01750332,0,1,0,1,0,0,0
A01028517,0,1,0,1,0,0,0
A01750292,0,1,0,1,0,0,0
A01750497,0,1,0,1,0,0,0
A01658379,0,1,0,0,0,0,0
A01612460,0,0,0,1,1,0,0
A01658429,0,1,0,1,0,0,0
A01028552,0,1,0,1,0,0,0
A01276333,0,1,0,1,0,0,0
A01742539,0,1,0,1,0,0,0
A00344928,0,1,0,0,0,0,0
A01750568,0,1,0,1,0,0,0
A01638282,0,0,0,1,1,0,0
A01750526,0,1,0,1,0,0,0
A01750567,0,1,0,1,0,0,0
A01750517,0,1,0,1,0,0,0
A01750687,0,1,0,1,0,0,0
A01750764,0,1,0,1,0,0,0
A01028774,0,1,0,1,0,0,0
A01658491,0,1,0,1,0,0,0
A01658548,0,1,0,1,0,0,0
A01750846,0,1,0,0,0,0,0
A01643300,0,1,0,1,0,0,0
A01028875,0,1,0,1,0,0,0
A01750765,0,1,0,1,0,0,0
A01643734,0,1,0,1,0,0,0
A01750747,0,1,0,1,0,0,0
A01750733,0,1,0,0,0,0,0
A01750835,0,1,0,0,0,0,0
A01706532,0,1,0,1,0,0,0
A01424202,0,1,0,1,0,0,0
