ID,CAG AD25 (POR CREDITOS),SERVICIO SOCIAL,DISCIPLINAR ACREDITADA,DISCIPLINARES Extra,ORIENTACION,WA,Requisito
A01737810,0,1,0,1,0,0,0
A01567022,0,1,0,1,0,0,0
A00572601,0,1,0,1,1,0,0
A01612477,0,1,0,0,0,0,0
A01425753,0,1,0,1,0,0,0
A01569444,0,1,0,1,0,0,0
A01751082,0,1,0,1,0,0,0
A01737335,0,1,0,1,0,0,0
A00834646,0,1,0,1,0,0,0
A01412148,0,1,0,1,0,0,0
A01737118,0,1,0,1,0,0,0
A01737117,0,1,0,1,0,0,0
A01705792,0,1,0,1,0,0,0
A01772041,0,1,0,1,0,0,0
A01710164,0,1,0,1,0,0,0
A01611967,0,1,0,1,0,0,0
A01710820,0,1,0,1,0,0,0
A01733815,0,1,0,0,0,0,0
A01737479,0,1,0,1,0,0,0
A01412772,0,1,0,1,0,0,0
A01700969,0,1,0,1,0,0,0
A00572662,0,1,0,1,0,0,0
A01710991,0,1,0,1,1,0,0
A00572724,0,1,0,1,0,0,0
A01772067,0,1,0,1,0,0,0
A01738334,0,1,0,1,0,0,0
A01705540,0,1,0,0,0,0,0
A01562924,0,1,0,1,0,0,0
A01736882,0,1,0,1,0,0,0
A01737793,0,1,0,1,0,0,0
A01738405,0,1,0,0,0,0,0
A01174512,0,1,0,0,0,0,0
A01625773,0,1,0,0,0,0,0
A01737504,0,1,0,1,0,0,0
A01710914,0,1,0,1,0,0,0
A01737870,0,1,0,1,0,0,0
A01750726,0,1,0,0,0,0,0
A01735014,0,1,0,1,0,0,0
A01710891,0,1,0,1,0,0,0
A00572710,0,1,0,1,1,0,0
A01771960,0,1,0,1,0,0,0
A01731487,0,1,0,0,0,0,0
A01568996,0,1,0,1,0,0,0
A00573998,0,1,0,1,0,0,0
A01173712,0,1,0,1,0,0,0
A01233992,0,1,0,1,0,0,0
A01705795,0,1,0,1,0,0,0
A01369610,0,1,0,1,0,0,0
A01706743,0,1,0,1,0,0,0
A01351672,0,1,0,1,0,0,0
A01383480,0,1,0,1,0,0,0
A01736860,0,1,0,1,0,0,0
A01737750,0,1,0,1,0,0,0
A01569068,0,1,0,1,0,0,0
A01705640,0,1,0,1,0,0,0
A01737214,0,1,0,0,0,0,0
A01711928,0,1,0,1,0,0,0
A01568748,0,1,0,1,0,0,0
A01369632,0,1,0,1,0,0,0
A01384852,0,1,0,1,0,0,0
A01568799,0,1,0,1,0,0,0
A01737799,0,1,0,0,0,0,0
A01772149,0,1,0,1,0,0,0
A01569440,0,1,0,1,0,0,0
A01808099,0,1,0,0,0,0,0
A01642396,0,1,0,1,0,0,0
A01710977,0,1,0,0,0,0,0
A01734089,0,1,0,1,1,0,0
A01276365,0,1,0,1,1,0,0
A01711596,0,1,0,1,0,0,0
A01800352,0,1,0,1,0,0,0
A00573944,0,1,0,0,0,0,0
A00226867,0,1,0,1,0,0,0
A01741264,0,1,0,1,0,0,0
A01379657,0,1,0,0,0,0,0
A01747530,0,1,0,0,1,0,0
A01656479,0,1,0,1,0,0,0
A01637102,0,1,0,1,0,0,0
A01749881,0,1,0,1,0,0,0
A01067669,0,1,0,1,0,0,0
A01781922,0,1,0,1,0,0,0
A01642145,0,1,0,1,1,0,0
A00574126,0,1,0,1,0,0,0
A01643586,0,1,0,1,0,0,0
A01772165,0,1,0,1,0,0,0
A01665588,0,1,0,1,0,0,0
A01801281,0,1,0,1,0,0,0
A01801332,0,1,0,1,0,0,0
A01742457,0,1,0,1,0,0,0
A01351958,0,1,0,1,0,0,0
A01027012,0,1,0,0,0,0,0
A01656916,0,1,0,1,0,0,0
A01748694,0,1,0,0,0,0,0
A01638514,0,1,0,0,0,0,0
A01369430,0,1,0,0,0,0,0
A01749510,0,0,1,0,0,0,0
A01657800,0,1,0,1,0,0,0
A01612332,0,1,0,1,0,0,0
A01637425,0,1,0,1,0,0,0
A01741289,0,1,0,0,0,0,0
A01637417,0,1,0,1,0,0,0
A01276082,0,1,0,1,0,0,0
A01657814,0,1,0,0,0,0,0
A01657863,0,1,0,1,0,0,0
A01658690,0,1,0,1,0,0,0
A01751007,0,1,0,1,0,0,0
A01752511,0,1,0,0,0,0,0
A01710681,0,1,0,1,0,0,0
A01798574,0,1,0,1,0,0,0
A01643845,0,1,0,1,0,0,0
A01664564,0,1,0,1,0,0,0
A01643337,0,1,0,1,0,0,0
A00837098,0,1,0,1,0,0,0
A01784209,0,1,0,1,0,0,0
A01799715,0,1,0,1,0,0,0
A01664850,0,1,0,0,0,0,0
A01643928,0,1,0,1,0,0,0
A01277866,0,1,0,1,0,0,0
A01645141,0,1,0,1,0,0,0
A01665438,0,1,0,1,0,0,0
A01569242,0,1,0,1,0,0,0
A01027579,0,1,0,1,0,0,0
A01275742,0,1,0,1,0,0,0
A01751221,0,1,0,1,0,0,0
A01710298,0,1,0,1,0,0,0
A01620935,0,1,0,0,0,0,0
A01637710,0,1,0,0,0,0,0
A01742682,0,1,0,1,0,0,0
A01174510,0,1,0,0,0,0,0
A07094817,0,1,0,1,0,0,0
A01658525,0,1,0,1,0,0,0
A01424080,0,1,0,1,0,0,0
A01028879,0,1,0,0,0,0,0
A01658500,0,1,0,1,0,0,0
A01750714,0,1,0,1,0,0,0
A00572874,0,1,0,1,0,0,0
A01658829,0,1,0,1,0,0,0
A01664115,0,1,0,1,0,0,0
A01643818,0,1,0,1,0,0,0
A01785551,0,1,0,0,0,0,0
A01667254,0,1,0,1,0,0,0
A01275005,0,1,0,0,0,0,0
A01635419,0,1,0,1,0,0,0
A01641173,0,1,0,1,0,0,0
A01067592,0,1,0,0,0,0,0
A01706144,0,1,0,1,0,0,0
A01750822,0,1,0,1,0,0,0
A01784869,0,1,0,0,0,0,0
A01643687,0,1,0,1,0,0,0
A00227608,0,1,0,1,0,0,0
A01781130,0,1,0,0,0,0,0
A01784229,0,1,0,1,0,0,0
A01664722,0,1,0,1,0,0,0
A01784752,0,1,0,1,0,0,0
A01665447,0,1,0,1,0,0,0
A01644650,0,1,0,1,0,0,0
A01378145,0,1,0,0,0,0,0
A00344850,0,1,0,1,0,0,0
A00227405,0,1,0,1,0,0,0
A00572845,0,1,0,0,0,0,0
A01657883,0,1,0,1,0,0,0
A01657632,0,1,1,0,0,0,0
A01657909,0,1,0,1,0,0,0
A01657675,0,1,0,1,0,0,0
A01658420,0,1,0,1,0,0,0
A01658199,0,1,0,1,0,0,0
A01658504,0,1,0,1,1,0,0
A01424347,0,1,0,1,0,0,0
A01781641,0,1,0,1,0,0,0
A01784134,0,1,0,0,0,0,0
A01785875,0,1,0,0,0,0,0
A01625782,0,1,0,1,0,0,0
A01643988,0,1,0,1,0,0,0
A01784723,0,1,0,1,0,0,0
A01277811,0,1,0,1,0,0,0
A01666195,0,1,0,1,0,0,0
A01667134,0,1,0,1,0,0,0
A01024074,0,1,0,0,0,0,0
A01275736,0,1,0,1,0,0,0
A01569053,0,1,0,1,0,0,0
A01029068,0,1,0,1,0,0,0
A01174374,0,1,0,1,0,0,0
A01369721,0,1,0,0,0,0,0
A01750021,0,1,0,1,0,0,0
A01750037,0,1,0,0,0,0,0
A01567147,0,1,0,1,0,0,0
A01028528,0,1,0,1,0,0,0
A01658538,0,1,0,1,0,0,0
A01658396,0,1,0,1,0,0,0
A01540591,0,1,0,1,0,0,0
A01664174,0,1,0,1,0,0,0
A01784178,0,1,0,1,0,0,0
A01664811,0,1,0,1,0,0,0
A01665558,0,1,0,1,0,0,0
A01785501,0,1,0,1,0,0,0
A01741191,0,1,0,1,0,0,0
A01741253,0,1,0,1,0,0,0
A01027852,0,1,0,1,0,0,0
A01742887,0,1,0,1,0,0,0
A01658817,0,1,0,0,0,0,0
A01029300,0,1,0,1,0,0,0
A01659359,0,1,0,1,0,0,0
A01029685,0,1,0,1,0,0,0
A01644152,0,1,0,1,0,0,0
A01644047,0,1,0,0,0,0,0
A01664842,0,1,0,1,0,0,0
A01800806,0,1,0,0,0,0,0
A01645728,0,1,0,1,0,0,0
A01340167,0,1,0,1,0,0,0
A01275365,0,1,0,1,0,0,0
A01641032,0,1,0,1,0,0,0
A01643948,0,1,0,1,0,0,0
A01275969,0,1,0,1,0,0,0
A01637222,0,1,0,0,0,0,0
A01620920,0,1,0,1,0,0,0
A01276147,0,1,0,1,0,0,0
A01750335,0,1,0,1,0,0,0
A01658040,0,1,0,0,0,0,0
A01245967,0,1,0,1,0,0,0
A01276291,0,1,0,0,0,0,0
A01750768,0,1,0,1,0,0,0
A01638809,0,1,0,1,0,0,0
A01752330,0,1,0,1,0,0,0
A00228158,0,1,0,0,0,0,0
A01798377,0,1,0,1,0,0,0
A01664160,0,1,0,0,0,0,0
A01665104,0,1,0,1,0,0,0
A01786166,0,1,0,1,0,0,0
A01645029,0,1,0,1,0,0,0
A01571198,0,1,0,1,0,0,0
A01722096,0,1,0,0,0,0,0
A01252604,0,1,0,1,0,0,0
A00837832,0,1,0,1,0,0,0
A01722562,0,1,0,1,0,0,0
A01198654,0,1,0,1,0,0,0
A01734635,0,1,0,1,0,0,0
A01722821,0,1,0,1,0,0,0
A00839023,0,1,0,1,0,0,0
A01571599,0,1,0,1,0,0,0
A00835160,0,1,0,1,0,0,0
A00834815,0,1,0,1,0,0,0
A00838471,0,1,0,0,0,0,0
A00836814,0,1,0,1,0,0,0
A00837041,0,1,0,1,1,0,0
A00837829,0,1,0,1,0,0,0
A00838422,0,1,0,1,0,0,0
A00838626,0,1,0,0,0,0,0
A00819343,0,1,0,1,0,0,0
A01024812,0,1,0,1,0,0,0
A01611667,1,1,0,0,0,0,0
A01198127,0,1,0,1,0,0,0
A01412102,0,1,0,0,0,0,0
A01285232,0,1,0,1,0,0,0
A01067802,0,1,0,0,0,0,0
A01198476,0,1,0,0,0,0,0
A01571638,0,1,0,1,0,0,0
A00227635,0,1,0,1,0,0,0
A01722919,0,0,0,1,0,0,0
A01723265,0,1,0,1,0,0,0
A00228114,0,1,0,0,0,0,0
A00228131,0,1,0,1,0,0,0
A00837220,0,1,0,1,0,0,0
A00835289,0,1,0,1,0,0,0
A00573815,0,1,0,1,0,0,0
A00836349,0,1,0,0,0,0,0
A00836998,0,1,0,0,0,0,0
A00837419,0,1,0,1,0,0,0
A00837329,0,1,1,0,0,0,0
A00837424,0,1,0,1,0,0,0
A00837593,0,1,0,1,0,0,0
A00837880,0,1,0,0,0,0,0
A01711069,0,1,0,1,0,0,0
A00228130,0,1,0,0,0,0,0
A00228155,0,1,0,1,0,0,0
A07065200,0,1,0,1,0,0,0
A01174097,0,0,0,1,0,0,0
A01177916,0,1,0,1,0,0,0
A01275899,0,1,0,0,0,0,0
A01412107,0,1,0,1,0,0,0
A01252888,0,1,0,1,0,0,0
A01352240,0,1,0,0,0,0,0
A01178196,0,1,0,1,0,0,0
A01722764,0,1,0,1,0,0,0
A01412242,0,1,0,1,0,0,0
A00835597,0,1,0,1,0,0,0
A00837764,0,1,0,1,0,0,0
A01254615,0,1,0,1,0,0,0
A01664072,0,1,0,0,0,0,0
A01664334,0,1,0,1,0,0,0
A00228152,0,1,0,1,0,0,0
A01284918,0,1,0,1,0,0,0
A01721940,0,1,0,0,0,0,0
A01285510,0,1,0,1,0,0,0
A01253046,0,1,0,1,0,0,0
A01285732,0,1,0,1,0,0,0
A01285697,0,1,0,1,0,0,0
A00838132,0,1,0,1,0,0,0
A01769252,0,1,0,1,0,0,0
A00227603,0,1,0,1,0,0,0
A00227707,0,1,0,0,0,0,0
A00837409,0,1,0,1,0,0,0
A00835806,0,1,0,1,0,0,0
A00838874,0,1,0,1,0,0,0
A00837954,0,1,0,1,0,0,0
A00838104,0,1,0,0,0,0,0
A00839222,0,1,0,1,0,0,0
A01231751,0,1,0,1,0,0,0
A01721991,0,1,0,1,0,0,0
A00839112,0,1,0,0,1,0,0
A00836493,0,1,0,0,0,0,0
A01285190,0,1,0,1,0,0,0
A00572757,0,1,0,1,0,0,0
A01178212,0,1,0,1,0,0,0
A01285547,0,1,0,1,0,0,0
A01552532,0,1,0,0,0,0,0
A01174403,0,1,0,1,0,0,0
A01285776,0,1,0,1,0,0,0
A00227613,0,1,0,0,0,0,0
A01659388,0,1,0,1,0,0,0
A01723098,0,1,0,0,0,0,0
A01198995,0,1,0,1,0,0,0
A01198898,0,0,0,1,0,0,0
A00831871,0,1,0,1,0,0,0
A00838575,0,1,0,1,0,0,0
A00836321,0,1,0,1,0,0,0
A00573835,0,1,0,0,0,0,0
A00836996,0,1,0,1,0,0,0
A00838069,0,1,0,0,0,0,0
A00837885,0,1,0,0,0,0,0
A00838126,0,1,0,1,0,0,0
A00838917,0,0,0,1,0,0,0
A00838797,0,1,0,1,0,0,0
A00228097,0,1,0,0,0,0,0
A01198274,0,1,0,1,0,0,0
A01382973,0,1,0,1,0,0,0
A01721938,0,1,0,1,0,0,0
A01285103,0,1,0,0,0,0,0
A01369566,0,1,0,1,0,0,0
A01234387,0,1,0,0,0,0,0
A01234967,0,1,0,0,0,0,0
A01723370,0,1,0,1,0,0,0
A00573737,1,1,0,1,1,0,0
A00835314,0,1,0,0,0,0,0
A00835439,0,1,0,1,0,0,0
A00836728,0,1,0,1,0,0,0
A00836788,0,1,0,0,0,0,0
A00837243,0,1,0,0,0,0,0
A00837574,0,1,0,1,0,0,0
A00840863,0,1,0,1,0,0,0
A00838128,0,1,0,1,0,0,0
A00839513,0,1,0,1,0,0,0
A00838052,0,1,0,1,0,0,0
A01656471,0,1,0,1,0,0,0
A01722185,0,1,0,1,0,0,0
A01412162,0,1,0,1,0,0,0
A01285238,0,1,0,1,0,0,0
A01569003,0,1,0,1,0,0,0
A01637267,0,1,0,1,0,0,0
A01612277,0,1,0,1,0,0,0
A01174348,0,1,0,0,0,0,0
A01178248,0,1,0,0,0,0,0
A01253034,0,1,0,1,0,0,0
A01722693,0,1,0,1,0,0,0
A01722757,0,1,0,1,0,0,0
A01662154,0,1,0,1,0,0,0
A00835624,0,1,0,1,0,0,0
A00836692,0,1,0,1,0,0,0
A00836840,0,1,0,0,0,0,0
A00837005,0,1,0,1,0,0,0
A00839392,0,1,0,1,0,0,0
A00839447,0,1,0,0,0,0,0
A01382317,1,0,0,1,1,0,0
A01721542,0,1,0,1,0,0,0
A01412183,0,1,0,0,0,0,0
A01177979,0,1,0,0,0,0,0
A01285212,0,1,0,1,0,0,0
A01383983,0,1,0,1,0,0,0
A01722310,0,1,0,1,0,0,0
A00227579,0,1,0,1,0,0,0
A01253664,0,1,0,0,0,0,0
A01286049,0,1,0,1,0,0,0
A00838202,0,1,0,1,0,0,0
A00838090,0,1,0,1,0,0,0
A00837966,0,1,0,1,0,0,0
A01734097,0,1,0,1,0,0,0
A01772148,0,1,0,1,0,0,0
A01706501,0,1,0,0,0,0,0
A01737603,0,1,0,0,0,0,0
A00837836,0,1,0,1,0,0,0
A01114094,0,1,0,0,0,0,0
A01733899,0,1,0,1,0,0,0
A01772501,0,1,0,1,0,0,0
A01410024,0,1,0,0,0,0,0
A01567117,0,1,0,1,0,0,0
A01769356,0,1,0,1,0,0,0
A01664407,0,1,0,1,0,0,0
A01568941,0,1,0,1,0,0,0
A01737477,0,1,0,1,0,0,0
A01246409,0,1,0,1,0,0,0
A01276202,0,1,0,0,0,0,0
A01711446,0,1,0,0,0,0,0
A01737351,0,1,0,1,0,0,0
A01737709,0,1,0,1,0,0,0
A01737175,0,1,0,0,0,0,0
A01710342,0,1,0,1,0,0,0
A01174064,0,1,0,1,0,0,0
A01174483,0,1,0,0,1,0,0
A01711018,0,1,0,1,0,0,0
A01737606,0,1,0,1,0,0,0
A01277761,0,1,0,1,0,0,0
A01621189,0,1,0,1,0,0,0
A01710067,0,1,0,1,0,0,0
A01613987,0,1,0,0,0,0,0
A01563273,0,1,0,1,0,0,0
A01710528,0,1,0,1,0,0,0
A01734420,0,1,0,0,1,0,0
A01205450,0,1,0,0,0,0,0
A00227596,0,1,0,1,0,0,0
A01658231,0,1,0,0,0,0,0
A01734298,0,1,0,1,0,0,0
A01244996,0,1,0,1,0,0,0
A01368593,0,1,0,1,0,0,0
A01732602,0,1,0,1,0,0,0
A01736973,0,1,0,1,0,0,0
A00573316,0,1,0,0,0,0,0
A01364424,0,1,0,1,0,0,0
A01253462,0,1,0,1,0,0,0
A01737605,0,1,0,0,0,0,0
A01277855,0,1,0,1,0,0,0
A01738809,0,1,0,1,0,0,0
A01384012,0,1,0,1,0,0,0
A01707336,0,1,0,1,0,0,0
A01664814,0,1,0,0,0,0,0
A01737266,0,1,0,1,0,0,0
A01621039,0,1,0,1,0,0,0
A01706391,0,1,0,1,0,0,0
A01064570,0,1,0,1,0,0,0
A01706761,0,1,0,0,0,0,0
A01563119,0,1,0,1,0,0,0
A01735010,0,1,0,1,0,0,0
A01410277,0,1,0,1,0,0,0
A01738222,0,1,0,1,0,0,0
A01383910,0,1,0,0,0,0,0
A01740044,0,1,0,1,0,0,0
A01276115,0,1,0,0,0,0,0
A01563248,0,1,0,1,0,0,0
A01712421,0,1,0,1,0,0,0
A01706617,0,1,0,1,0,0,0
A01236325,0,1,0,1,0,0,0
A01236666,0,1,0,1,0,0,0
A01662030,0,1,0,1,0,0,0
A01731076,0,1,0,0,0,0,0
A01563600,0,1,0,1,0,0,0
A01250976,0,1,0,1,0,0,0
A01708721,0,1,0,0,0,0,0
A01664773,0,1,0,0,0,0,0
A01276699,0,1,0,1,0,0,0
A01351961,0,1,0,0,0,0,0
A01769258,0,1,0,1,0,0,0
A01738302,0,1,0,1,0,0,0
A01385138,0,1,0,1,0,0,0
A01620864,0,1,0,1,0,0,0
A01277781,0,1,0,1,0,0,0
A01276324,0,1,0,0,0,0,0
A01567227,0,1,0,1,0,0,0
A01708058,0,1,0,1,0,0,0
A01657475,0,1,0,1,0,0,0
A01255223,0,1,0,1,0,0,0
A01611790,0,1,0,1,0,0,0
A01620888,0,1,0,0,0,0,0
A01773096,0,1,0,1,0,0,0
A01625713,0,1,0,1,0,0,0
A01568896,0,1,0,1,0,0,0
A01736736,0,1,0,1,0,0,0
A01276413,0,1,0,1,0,0,0
A01563181,0,1,0,1,0,0,0
A01705988,0,1,0,0,0,0,0
A00573735,0,1,0,0,0,0,0
A01368208,0,1,0,1,0,0,0
A01709462,0,1,0,0,0,0,0
A01230729,0,1,0,1,0,0,0
A01613532,0,1,0,0,0,0,0
A01708027,0,1,0,1,0,0,0
A01235400,0,1,0,1,0,0,0
A01709601,0,1,0,0,0,0,0
A01621006,0,1,0,1,0,0,0
A07013331,0,1,0,1,0,0,0
A01352214,0,1,0,1,0,0,0
A01769202,0,1,0,1,0,0,0
A01425466,0,1,0,1,0,0,0
A01612473,0,1,0,1,0,0,0
A01068312,0,1,0,0,0,0,0
A00344960,0,1,0,1,0,0,0
A01067915,0,1,0,1,0,0,0
A01634067,0,1,0,0,0,0,0
A01247107,0,1,0,1,0,0,0
A01741621,0,1,0,0,0,0,0
A00344992,0,1,0,1,0,0,0
A01663293,0,1,0,1,0,0,0
A01636111,0,1,0,1,0,0,0
A01611805,0,1,0,0,0,0,0
A01742153,0,1,0,1,0,0,0
A01636925,0,1,0,1,0,0,0
A01645683,0,0,0,1,0,0,0
A01027561,0,1,0,1,0,0,0
A01741628,0,1,0,1,0,0,0
A01027697,0,1,0,1,0,0,0
A01637198,0,1,0,1,0,0,0
A00232392,0,1,0,0,0,0,0
A01749641,0,1,0,0,0,0,0
A01657323,0,1,0,0,0,0,0
A01801374,0,1,0,1,0,0,0
A01785773,0,1,0,0,0,0,0
A01352125,0,1,0,1,0,0,0
A01657716,0,1,0,1,0,0,0
A01741477,0,1,0,1,0,0,0
A01027949,0,1,0,0,0,0,0
A01637364,0,1,0,1,0,0,0
A01567104,0,1,0,1,0,0,0
A01028209,0,1,0,0,0,0,0
A01657819,0,1,0,1,0,0,0
A01663704,0,1,0,0,0,0,0
A01657839,0,1,0,1,0,0,0
A01657903,0,1,0,1,0,0,0
A01750050,0,1,0,1,0,0,0
A01801727,0,1,0,1,0,0,0
A01658637,0,1,0,1,0,0,0
A01658615,0,1,0,0,0,0,0
A01706382,0,0,0,0,0,0,0
A01751382,0,1,0,1,0,0,0
A01638733,0,1,0,1,0,0,0
A01029061,0,1,0,1,0,0,0
A01424293,0,1,0,1,0,0,0
A01711857,0,1,0,0,0,0,0
A01029332,0,0,0,1,0,0,0
A01029355,0,1,0,1,0,0,0
A01751255,0,1,0,0,0,0,0
A01751289,0,1,0,0,0,0,0
A01751290,0,0,0,1,0,0,0
A01029303,0,1,0,1,0,0,0
A01425644,0,1,0,1,0,0,0
A01752326,0,1,0,1,0,0,0
A01029362,0,1,0,1,0,0,0
A01659579,0,0,0,1,0,0,0
A01751819,0,1,0,1,0,0,0
A01751295,0,1,0,1,0,0,0
A01029284,0,1,0,1,0,0,0
A01659141,0,1,0,1,0,0,0
A01751305,0,1,0,1,0,0,0
A01029371,0,1,0,0,0,0,0
A01769533,0,1,0,1,0,0,0
A01029268,0,1,0,1,0,0,0
A01659048,0,1,0,1,0,0,0
A01781408,0,1,0,0,0,0,0
A01638962,0,1,0,0,0,0,0
A01029239,0,1,0,1,0,0,0
A01424380,0,1,0,1,0,0,0
A01638904,0,1,0,0,0,0,0
A01029293,0,1,0,1,0,0,0
A01638907,0,1,0,1,0,0,0
A01638963,0,1,0,0,0,0,0
A01638911,0,1,0,0,0,0,0
A01639343,0,1,0,1,0,0,0
A01638898,0,1,0,1,0,0,0
A01751424,0,1,0,1,0,0,0
A01638902,0,1,0,1,0,0,0
A01029372,0,1,0,0,0,0,0
A01638980,0,1,0,1,0,0,0
A01751339,0,1,0,1,0,0,0
A01751341,0,1,0,1,0,0,0
A01639872,0,1,0,1,0,0,0
A01029356,0,1,0,0,0,0,0
A01751499,0,1,0,1,0,0,0
A01067846,0,1,0,0,0,0,0
A01638913,0,1,0,0,0,0,0
A01638959,0,1,0,1,0,0,0
A01638986,0,1,0,1,0,0,0
A01638897,0,1,0,0,0,0,0
A01638952,0,1,0,0,0,0,0
A01659425,0,1,0,1,0,0,0
A01751347,0,1,0,1,0,0,0
A01638979,0,1,0,0,0,0,0
A01751408,0,1,0,1,0,0,0
A01751360,0,1,0,0,0,0,0
A01659112,0,1,0,1,0,0,0
A01029447,0,1,0,1,0,0,0
A00344966,0,1,0,0,0,0,0
A01659148,0,1,0,1,0,0,0
A01621093,0,1,0,1,0,0,0
A01751473,0,1,0,1,0,0,0
A01029526,0,0,0,1,0,0,0
A01659321,0,1,0,0,0,0,0
A01751470,0,1,0,0,0,0,0
A01751439,0,1,0,1,0,0,0
A01751484,0,1,0,0,0,0,0
A01067861,0,1,0,1,0,0,0
A01067923,0,1,0,1,0,0,0
A01621057,0,1,0,1,0,0,0
A01246633,0,0,0,1,0,0,0
A01253437,0,0,1,0,0,0,0
A01659132,0,0,1,1,0,0,0
A01706862,0,0,1,0,1,0,0
A01639140,0,1,0,0,0,0,0
A01638936,0,1,0,0,0,0,0
A01067952,0,1,0,0,0,0,0
A01639309,0,1,0,1,0,0,0
A01612617,0,1,0,1,0,0,0
A01638943,0,1,0,0,0,0,0
A01639415,0,1,0,1,0,0,0
A01751731,0,1,0,1,0,0,0
A01741614,0,1,0,1,0,0,0
A01639493,0,1,0,1,0,0,0
A01638935,0,1,0,1,0,0,0
A01752545,0,1,0,0,0,0,0
A01752405,0,0,0,1,0,0,0
A01751461,0,1,0,1,0,0,0
A01751485,0,1,0,1,0,0,0
A01753254,0,1,0,1,0,0,0
A00573017,0,1,0,0,0,0,0
A01029592,0,1,0,1,0,0,0
A01659362,0,1,0,1,0,0,0
A01743200,0,1,0,0,0,0,0
A01639201,0,1,0,0,0,0,0
A01067865,0,0,0,1,0,0,0
A01639982,0,1,0,1,0,0,0
A01751552,0,1,0,1,0,0,0
A01029623,0,1,0,0,0,0,0
A01352442,0,1,0,0,0,0,0
A00344949,0,1,0,1,0,0,0
A01751886,0,1,0,1,0,0,0
A01751556,0,1,0,1,0,0,0
A01639194,0,1,0,1,0,0,0
A01276548,0,1,0,0,0,0,0
A01276542,0,1,0,1,0,0,0
A00344962,0,1,0,1,0,0,0
A01029782,0,1,0,1,0,0,0
A01253575,0,1,0,1,0,0,0
A01174605,0,1,0,0,0,0,0
A01276555,0,1,0,0,0,0,0
A01352366,0,1,0,0,0,0,0
A01752314,0,1,0,1,0,0,0
A01639407,0,1,0,1,0,0,0
A01276541,0,1,0,1,0,0,0
A01352429,0,1,0,1,0,0,0
A01659504,0,1,0,0,0,0,0
A01639110,0,0,0,1,0,0,0
A00227647,0,1,0,1,0,0,0
A01424317,0,1,0,1,0,0,0
A01029817,0,1,0,1,0,0,0
A01751788,0,1,0,1,0,0,0
A01751767,0,1,0,0,0,0,0
A01752475,0,1,0,1,0,0,0
A01029797,0,1,0,0,0,0,0
A01659528,0,1,0,1,0,0,0
A01384227,0,1,0,1,0,0,0
A01753320,0,1,0,1,0,0,0
A01639884,0,1,0,0,0,0,0
A01540612,0,1,0,0,0,0,0
A01424386,0,1,0,1,0,0,0
A01752296,0,1,0,0,0,0,0
A01751817,0,1,0,0,0,0,0
A01612759,0,1,0,0,0,0,0
A01659434,0,1,0,1,0,0,0
A01660280,0,1,0,0,0,0,0
A01639427,0,1,0,1,0,0,0
A01659559,0,1,0,0,0,0,0
A01276656,0,1,0,1,0,0,0
A01639873,0,1,0,1,0,0,0
A01770162,0,1,0,0,0,0,0
A01659529,0,1,0,1,0,0,0
A01752360,0,1,0,1,0,0,0
A01659672,0,1,0,0,0,0,0
A01769811,0,1,0,1,0,0,0
A01659571,0,1,0,1,0,0,0
A01644972,0,1,0,1,0,0,0
A01541246,0,1,0,1,0,0,0
A01786199,0,1,0,1,0,0,0
A01752282,0,0,0,1,0,0,0
A01659453,0,0,1,1,0,0,0
A01781429,0,1,0,1,0,0,0
A01639488,0,0,0,1,0,0,0
A01752393,0,1,0,1,0,0,0
A01640667,0,1,0,1,0,0,0
A01659597,0,1,0,0,0,0,0
A01659426,0,1,0,0,0,0,0
A01752400,0,1,0,1,0,0,0
A01659540,0,1,0,1,0,0,0
A01781006,0,1,0,0,0,0,0
A01639462,0,1,0,1,0,0,0
A01640442,0,1,0,1,0,0,0
A01752443,0,1,0,1,0,0,0
A01781008,0,1,0,0,0,0,0
A01639419,0,1,0,1,0,0,0
A01781029,0,1,0,0,0,0,0
A01752456,0,1,0,1,0,0,0
A01659650,0,1,0,1,0,0,0
A01659685,0,1,0,1,0,0,0
A01752515,0,1,0,1,0,0,0
A01752501,0,1,0,1,0,0,0
A01707352,0,1,0,1,0,0,0
A01666024,0,1,0,0,0,0,0
A01770006,0,1,0,1,0,0,0
A01752603,0,1,0,1,0,0,0
A01781166,0,1,0,1,0,0,0
A01278352,0,1,0,1,0,0,0
A01770209,0,1,0,1,0,0,0
A01770026,0,1,0,0,0,0,0
A01660282,0,1,0,1,0,0,0
A01781131,0,1,0,1,0,0,0
A01712530,0,1,0,1,0,0,0
A01660596,0,1,0,1,0,0,0
A01659979,0,1,0,1,0,0,0
A01752628,0,1,0,1,0,0,0
A01752637,0,1,0,1,0,0,0
A01639997,0,1,0,1,0,0,0
A01752606,0,1,0,1,0,0,0
A01640236,0,1,0,0,0,0,0
A01752093,0,1,0,1,0,0,0
A01752902,0,1,0,1,0,0,0
A01640242,0,1,0,1,0,0,0
A01752092,0,1,0,1,0,0,0
A01253758,0,1,0,1,0,0,0
A01752706,0,1,0,1,0,0,0
A01660093,0,0,0,1,0,0,0
A01781169,0,1,0,0,0,0,0
A01640027,0,1,0,1,0,0,0
A01640230,0,1,0,0,0,0,0
A01662493,0,1,0,1,0,0,0
A01276825,0,1,0,0,0,0,0
A01752725,0,1,0,1,0,0,0
A01639998,0,1,0,1,0,0,0
A01752884,0,1,0,1,0,0,0
